YEAR,TEAM,OVR,OFF,DEF,NAME,POS,YEAR_CLASS,SPD,ACC,AGI,COD,STR,AWR,THP,THV,THA,THS,TRL,ELU,CAR,CTH,SPC,RLS,MCV,ZCV,PRC,TAK,POW,BKB,BLK,PBK,RBK,BCV
2043,Colorado State,85,,,G.Simonson,P,SR (RS),72,72,73,45,36,81,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Colorado State,85,,,K.Winbush,SAM,SR (RS),76,81,83,78,75,84,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Colorado State,88,,,K.Pride,MIKE,SR (RS),82,86,86,78,75,89,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Colorado State,92,,,B.Skillin,CB,SR (RS),96,98,97,99,72,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,78,,,K.Holdman,LT,FR (RS),67,78,74,56,84,74,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,78,,,J.Sharp,WR,FR,89,87,86,86,60,70,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,78,,,C.Sampson,RG,SO (RS),63,66,66,39,84,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,78,,,I.Isaac,WILL,FR,84,88,82,76,79,73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,79,,,A.Kasay,MIKE,JR,87,89,81,81,78,83,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,79,,,B.Simms,HB,FR,84,90,86,84,77,67,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,81,,,S.Herndon,WR,SO,88,88,87,90,68,73,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,81,,,B.Zenner,WR,SO,86,92,94,91,69,72,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,81,,,J.Leeuwenburg,DT,JR,72,85,72,57,87,69,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,83,,,J.Paul,RT,JR (RS),61,72,81,71,81,77,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,83,,,J.Bighill,K,JR,74,70,73,62,32,69,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,83,,,K.Himmelman,WILL,JR,81,82,80,77,79,72,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,83,,,G.Maggio,RT,JR (RS),63,71,79,69,83,83,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,84,,,T.Hand,WR,JR (RS),82,89,86,88,87,89,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,85,,,B.Cheeks,CB,SR (RS),91,88,87,98,68,80,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,86,,,T.Diamond,HB,SR,94,95,85,90,68,79,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,86,,,M.Melvin,C,SR (RS),66,81,89,69,93,78,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,86,,,T.Meeks,FS,SR (RS),85,84,83,77,76,83,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,86,,,A.Aromashodu,HB,SR (RS),84,83,92,90,71,90,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,87,,,E.Little,SAM,JR,83,86,82,78,80,79,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,88,,,T.Roper,WR,SR,91,92,94,94,67,83,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,89,,,D.Gibbs,RT,SR (RS),66,80,76,43,79,78,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,90,,,R.Waddy,QB,SO (RS),84,92,97,93,60,75,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,90,,,S.Holliday,TE,SR,75,73,67,71,86,71,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,90,,,Q.Idonije,HB,SO (RS),90,95,94,90,79,77,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,91,,,T.Fallin,RT,SR (RS),65,80,86,71,95,87,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,91,,,F.Ebiketie,REDG,JR (RS),74,84,76,65,93,76,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,91,,,E.Grimes,LG,SR,70,89,81,54,91,76,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,94,,,G.Giamello,QB,SR (RS),94,94,95,93,71,88,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Death Valley,98,,,I.Hitchcock,C,SR (RS),65,81,92,79,94,89,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,69,,,Q.Otomewo,DT,SO (RS),56,71,53,58,86,68,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,69,,,J.Bitonio,DT,SO (RS),58,65,51,68,79,70,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,70,,,K.Owens,LG,JR (RS),66,77,66,36,74,58,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,71,,,J.Warren,CB,SO (RS),85,89,87,98,55,75,0,0,0,0,0,0,60,0,0,0,0,53,0,0,0,0,0,0,0,
2043,Delaware,71,,,Z.Cavka,WR,FR (RS),87,85,86,79,64,76,0,0,0,0,0,0,65,67,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,71,,,K.Simms,RG,SO (RS),58,75,75,61,81,77,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,71,,,J.Rochell,CB,SO (RS),84,89,87,99,49,79,0,0,0,0,0,0,56,0,0,0,0,51,0,0,0,0,0,0,0,
2043,Delaware,71,,,L.Salaam,WR,JR (RS),87,82,90,72,60,65,0,0,0,0,0,0,73,79,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,72,,,J.DiNapoli,MIKE,SR (RS),74,85,74,75,62,65,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,72,,,S.Biggums,TE,SR,74,77,81,71,75,80,0,0,0,0,0,0,65,76,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,73,,,Z.DeVoe,RT,SR (RS),73,76,71,48,75,77,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,73,,,Q.Keke,LG,JR (RS),64,76,70,47,77,66,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,73,,,T.Nowell,WR,JR (RS),79,80,82,84,75,70,0,0,0,0,0,0,70,0,63,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,Z.Rubin,WILL,SR (RS),77,83,75,72,67,73,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,T.Blunt,LEDG,SR (RS),55,76,63,53,80,72,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,D.Faulk,MIKE,JR (RS),75,82,75,73,73,74,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,K.Riggins,SAM,JR (RS),76,90,85,78,82,71,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,J.Lombardo,DT,SR,76,76,70,60,84,65,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,74,,,K.Gado,WR,FR (RS),81,86,93,85,60,75,0,0,0,0,0,0,73,0,85,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,75,,,A.Bagent,C,SR (RS),71,76,83,47,82,69,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,75,,,A.Murphey,QB,JR (RS),66,68,82,84,56,72,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,78,,,G.Mbu,LEDG,SR (RS),66,85,64,55,80,67,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,78,,,E.Duggan,QB,SR (RS),83,85,83,76,58,72,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,79,,,D.Middlebrooks,MIKE,SR (RS),85,90,80,83,62,79,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,79,,,M.Tait,HB,JR,92,90,88,83,74,71,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,80,,,M.Russo,HB,SR (RS),90,90,88,85,71,78,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,81,,,R.Corral,K,SR (RS),76,73,68,59,35,76,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,82,,,Z.Eubanks,RG,JR (RS),62,76,84,69,86,75,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,83,,,G.Clinton,QB,SR (RS),84,89,90,88,59,75,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Delaware,91,,,O.Slye,WILL,JR (RS),84,86,88,81,69,83,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,78,,,D.Doman,DT,JR (RS),55,71,57,63,83,73,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,78,,,A.Weiner,RT,JR (RS),65,83,75,54,91,63,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,78,,,D.Latimer,RT,FR (RS),63,72,78,48,84,66,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,78,,,S.Incoom,MIKE,SO,89,90,87,89,78,65,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,78,,,T.Sash,FS,SR (RS),87,89,83,99,68,63,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,79,,,D.Corral,WR,SR (RS),84,84,80,80,80,81,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,80,,,C.Welsh,K,SO,74,71,75,60,34,73,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,80,,,T.Chibane,HB,JR (RS),84,84,78,80,78,78,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,81,,,I.Garvin,WR,SO,89,92,89,92,66,84,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,81,,,Z.Phenix,CB,JR (RS),88,91,87,95,64,77,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,81,,,C.Bullitt,HB,JR,81,84,77,78,82,79,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,81,,,C.Renfree,K,SR (RS),73,70,72,58,35,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,81,,,E.Noriega,CB,SR (RS),90,88,88,95,66,77,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,82,,,G.Bayer,HB,SR (RS),81,87,76,79,81,77,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,82,,,R.Droege,TE,SR (RS),85,86,86,78,73,74,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,82,,,K.Casey,HB,SR (RS),85,87,92,93,59,73,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,82,,,I.Michaels,REDG,SR (RS),78,83,81,64,85,80,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,82,,,H.Cox,LEDG,SR (RS),85,90,80,68,77,81,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,83,,,K.Morris,REDG,FR (RS),79,85,81,66,85,78,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,83,,,A.Uwazurike,WR,FR (RS),90,89,86,92,75,68,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,83,,,C.Obi,P,JR (RS),70,70,74,60,35,79,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,83,,,R.Bee,WILL,SO (RS),78,92,85,82,74,77,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,84,,,D.Khaled,RT,SR (RS),59,67,79,63,87,85,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,84,,,K.Mast,REDG,SR (RS),84,87,87,68,78,80,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,84,,,C.Landolt,MIKE,JR (RS),82,93,86,81,81,79,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,84,,,E.Cano,LT,SR (RS),62,76,76,45,87,71,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,86,,,L.Longo,WILL,SR,79,88,71,73,83,74,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,86,,,F.Luepke,QB,SO (RS),75,83,84,86,63,72,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,87,,,Q.Darrisaw,DT,SR,65,73,59,64,99,86,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Duke,92,,,L.Procter,WR,SR,88,90,91,94,63,78,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,75,,,L.Addai,WILL,SR (RS),83,90,73,75,68,78,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,75,,,E.Busby,SS,JR,83,81,80,76,66,77,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,C.Lipton,LEDG,SO (RS),64,76,60,56,81,80,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,G.Moffitt,C,SO (RS),58,76,78,72,91,76,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,B.Haslam,SAM,SR (RS),79,89,68,75,81,70,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,E.Ekanem,RT,JR (RS),57,76,80,65,73,77,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,H.Shittu,RG,SO (RS),67,66,71,43,75,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,T.Roque,SAM,SO (RS),77,85,80,74,74,83,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,N.Strange,FS,SR (RS),85,83,79,89,64,65,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,C.Kennison,LT,SR (RS),69,72,69,53,83,72,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,R.Espy,LG,JR (RS),54,75,85,53,74,79,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,A.Walters,WR,JR (RS),87,85,89,87,65,76,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,76,,,B.Cosmi,DT,SR,62,76,69,48,91,61,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,78,,,T.Wicks,WR,JR,81,90,95,83,70,71,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,78,,,E.Gray,RT,SO (RS),62,81,79,71,83,72,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,79,,,A.Brown,CB,SR,89,83,87,94,55,76,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,79,,,T.Combs,REDG,SO (RS),85,85,73,70,86,73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,79,,,G.Wanogho,HB,SO (RS),87,89,92,93,54,68,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,80,,,J.Awesome,REDG,SR (RS),62,78,68,58,86,69,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,80,,,T.Cobb,REDG,JR (RS),82,94,77,62,78,70,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,80,,,H.McMillon,FS,JR (RS),91,90,83,86,61,76,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,80,,,J.Garland,P,SO (RS),70,70,74,56,37,68,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,81,,,G.Draft,LEDG,JR (RS),77,83,80,65,92,76,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,83,,,A.Blade,REDG,JR (RS),82,87,83,66,79,77,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,83,,,F.Genus,WR,JR,79,87,98,94,70,82,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,83,,,G.Winey,K,SR (RS),76,76,75,58,36,76,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,83,,,S.Coprich,CB,JR (RS),87,90,88,99,69,78,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,84,,,O.Tapp,HB,SR (RS),84,88,92,86,80,83,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,84,,,D.Cronin,HB,JR (RS),84,86,78,79,81,87,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,
2043,East Carolina,94,,,D.Ezeike,QB,SR (RS),94,94,99,99,54,84,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,75,,,Z.Griffen,DT,JR (RS),74,83,70,57,81,73,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,75,,,T.Bigsby,LT,SR (RS),51,62,82,69,77,77,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,75,,,Q.Banks,FB,SR,74,75,76,68,84,72,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,76,,,L.Lamar,QB,SO (RS),71,75,74,73,49,74,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,76,,,J.Silvestro,TE,SR,70,69,79,66,75,72,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,77,,,J.Catapano,RG,JR (RS),69,79,71,51,91,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,77,,,A.Stumph,QB,SO (RS),84,89,88,88,52,69,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,78,,,D.Merritt,CB,SR,88,92,91,99,50,82,0,0,0,0,0,0,66,53,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,78,,,T.Diamond,DT,JR (RS),58,69,61,67,85,75,0,0,0,0,0,0,52,34,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,78,,,K.Manderino,P,FR (RS),69,69,77,61,31,70,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,78,,,L.Odighizuwa,DT,SO,74,83,67,62,88,75,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,78,,,D.Kennedy,QB,JR (RS),78,87,92,88,58,64,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,79,,,A.Crumpler,REDG,SR (RS),66,81,64,53,88,66,0,0,0,0,0,0,59,28,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,79,,,J.Stephen,FS,SR (RS),87,86,85,78,64,79,0,0,0,0,0,0,61,58,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,80,,,N.Tandy,CB,SR (RS),86,87,80,97,55,80,0,0,0,0,0,0,72,47,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,80,,,J.Ortiz,K,FR (RS),74,68,73,48,37,71,0,0,0,0,0,0,52,39,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,80,,,L.Moncrief,HB,JR (RS),82,84,85,83,78,80,0,0,0,0,0,0,88,79,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,81,,,J.Banogu,RT,SR (RS),56,71,81,64,84,77,0,0,0,0,0,0,53,42,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,82,,,Q.Hyde,WR,SR,93,96,91,86,75,84,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,82,,,J.Elkins,WILL,JR (RS),87,88,88,82,69,83,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,82,,,Q.Slater,MIKE,JR (RS),80,90,73,82,82,74,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,82,,,J.Ismail,WR,JR,81,91,91,85,77,74,0,0,0,0,0,0,72,78,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,83,,,J.Theus,RT,SR (RS),67,85,73,46,88,79,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,83,,,C.Moehrig,K,SR (RS),71,69,77,60,29,71,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,83,,,J.McChesney,HB,SO (RS),92,93,90,90,67,73,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,84,,,E.Pakulak,REDG,SR (RS),71,75,68,70,92,78,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,85,,,C.Henderson,MIKE,SR,90,93,89,84,80,74,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,86,,,O.Faulk,TE,SR,84,80,84,70,83,76,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,87,,,D.Kilroy,HB,SR (RS),81,84,95,96,82,78,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Eastern Michigan,91,,,P.Waddy,REDG,JR (RS),73,87,74,55,94,70,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,66,,,J.Brooks,CB,FR,84,88,84,77,45,57,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,68,,,A.Upshaw,CB,FR,91,92,86,86,60,70,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,69,,,T.Loudermilk,SS,FR,88,89,87,85,62,64,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,70,,,E.Quintero,C,FR,72,68,74,38,86,60,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,71,,,S.DeWitt,C,FR (RS),61,74,78,60,85,63,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,71,,,B.Swope,C,FR (RS),56,64,67,55,77,67,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,71,,,M.Butt,SAM,SO (RS),81,86,81,78,74,73,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,72,,,B.Talbott,QB,SR (RS),79,84,84,88,65,68,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,72,,,T.Raimann,WR,JR (RS),94,87,78,80,71,79,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,73,,,C.Alfonso,RT,FR (RS),60,69,68,43,79,63,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,73,,,A.Robert,SAM,FR (RS),80,90,69,79,83,64,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,73,,,H.Prude,TE,FR (RS),84,77,85,67,77,67,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,75,,,P.Canaday,REDG,FR,84,83,74,66,89,67,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,75,,,D.Keene,REDG,FR,82,87,77,71,87,68,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,75,,,J.Bouye,REDG,FR,78,80,65,58,89,68,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,75,,,R.Nagy,WILL,FR (RS),77,88,87,81,67,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,75,,,M.Slay,TE,FR (RS),81,85,86,82,73,77,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,76,,,D.Erving,HB,FR (RS),89,90,84,85,60,67,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,76,,,E.Tabor,WILL,FR (RS),81,88,73,82,81,73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Florida,76,,,M.Pututau,CB,FR,92,93,87,89,66,71,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
