Season,Team,Name,Year,Pos,OVR,SPD,ACC,AGI,COD,STR,AWR,REDSHIRT
2041,Texas Tech,R.Dell,FR (RS),CB,79,93,94,92,92,63,73,0
2041,Texas Tech,R.Kunaszyk,FR (RS),WILL,79,82,87,80,79,81,71,0
2041,Texas Tech,A.Alvarez,SR (RS),TE,79,86,85,82,81,71,75,0
2041,Texas Tech,V.Quick,SR (RS),WR,79,87,91,96,90,69,78,0
2041,Texas Tech,T.Rubin,FR (RS),HB,79,85,90,87,85,81,72,0
2041,Texas Tech,C.Machiela,SO (RS),WR,79,81,84,85,77,72,75,0
2041,Texas Tech,G.Reynaud,SR (RS),WILL,78,81,89,87,83,76,77,0
2041,Texas Tech,D.Neighbors,SO (RS),REDG,78,78,81,77,67,82,74,0
2041,Texas Tech,S.Meeks,FR (RS),RT,78,68,76,73,61,94,68,0
2041,Texas Tech,J.Skoronski,SO,DT,78,65,77,64,52,89,70,0
2041,Texas Tech,M.Whalen,FR (RS),MIKE,77,83,86,83,78,75,81,0
2041,Texas Tech,J.Ahanotu,FR (RS),P,77,71,71,70,58,31,68,0
2041,Texas Tech,S.Awe,FR,WILL,77,84,86,80,78,79,71,0
2041,Texas Tech,D.Winston,JR (RS),C,77,56,66,80,69,81,79,0
2041,Texas Tech,Z.Hartwell,FR (RS),WR,77,87,91,92,88,76,79,0
2041,Texas Tech,D.Troup,SR,DT,77,57,73,67,52,89,73,0
2041,Texas Tech,J.Santiago,SO (RS),TE,77,87,82,88,73,82,69,0
2041,Texas Tech,T.Moultrie,SR (RS),FS,76,93,91,86,86,53,71,0
2041,Texas Tech,T.Armstrong,FR (RS),RG,76,70,77,67,53,84,65,0
2041,Texas Tech,M.Crum,FR,RT,76,68,73,64,52,77,70,0
2041,Texas Tech,D.Van Buren,FR,FS,76,85,87,84,82,67,71,0
2041,Texas Tech,J.Bhargava,JR,DT,75,58,71,65,55,87,71,0
2041,Texas Tech,F.Lincoln,SO (RS),LT,75,71,84,65,50,88,71,0
2041,Texas Tech,M.Thomas,FR,FS,75,86,86,87,83,68,70,0
2041,Texas Tech,J.Amador,FR,RG,75,68,80,70,57,91,66,0
2041,Texas Tech,E.Ringo,FR,REDG,75,81,85,79,65,79,66,0
2041,Texas Tech,D.Lombardi,SR,FB,74,72,76,81,77,77,67,0
2041,Texas Tech,D.Cleveland,FR,QB,74,81,86,85,85,54,65,0
2041,Texas Tech,B.Camp,SO (RS),C,74,72,79,77,49,90,69,0
2041,Texas Tech,D.Huntley,SO (RS),CB,74,83,88,85,91,48,68,0
2041,Texas Tech,R.Valdez,SO,SS,73,84,85,82,76,61,71,0
2041,Texas Tech,K.Biggers,FR,HB,73,83,92,89,86,66,67,0
2041,Texas Tech,S.Fiedler,SO (RS),FS,73,90,87,83,80,64,68,0
2041,Texas Tech,I.Bean,FR,WR,73,84,86,88,87,62,69,0
2041,Texas Tech,G.Cavazos,SO (RS),CB,72,85,87,80,97,56,72,0
2041,Texas Tech,D.Wendell,FR (RS),TE,72,75,79,85,73,77,68,0
2041,Texas Tech,C.Rambo,SR (RS),SAM,72,80,84,74,72,67,77,0
2041,Texas Tech,K.Spann,FR (RS),CB,72,87,90,90,82,44,57,0
2041,Texas Tech,C.Cargile,SR,SS,71,88,89,82,86,64,66,0
2041,Texas Tech,A.Ika,FR (RS),RG,71,67,63,67,43,74,66,0
2041,Texas Tech,E.Cook,SR (RS),FB,71,75,75,75,72,76,69,0
2041,Texas Tech,R.Keke,FR (RS),QB,70,76,74,80,78,65,73,0
2041,Texas Tech,C.Lipton,FR,LEDG,69,64,76,59,56,81,63,0
2041,Texas Tech,C.Amerson,FR,QB,69,77,85,83,78,62,58,0
2041,Texas Tech,Q.Crow,FR,TE,68,76,77,70,65,79,68,0
2041,Texas Tech,T.Angel,FR,DT,68,71,78,60,60,85,61,0
2041,Texas Tech,A.Hoppes,FR,CB,67,89,89,87,89,63,68,0
2041,Texas Tech,M.Trahan,FR (RS),C,67,65,77,56,45,84,66,0
2041,Texas Tech,J.Exum,FR,TE,61,73,71,72,66,73,65,0
2041,USF,T.Bethea,SO (RS),QB,95,92,94,83,82,60,86,0
2041,USF,J.Yeast,JR,HB,92,95,96,89,88,83,81,0
2041,USF,R.Hitchens,SR (RS),TE,90,87,89,85,78,75,86,0
2041,USF,T.Emery,SR (RS),FS,89,89,92,87,99,62,82,0
2041,USF,F.Jameson,SR (RS),SS,88,95,94,89,96,66,83,0
2041,USF,J.Drew,SR,DT,86,70,85,88,61,88,89,0
2041,USF,J.Pyke,JR,DT,86,64,76,61,61,99,83,0
2041,USF,J.Easy,SR (RS),DT,86,67,79,74,50,89,76,0
2041,USF,G.Allen,SR (RS),WR,84,92,98,94,94,77,78,0
2041,USF,D.Church,JR (RS),CB,84,91,95,86,97,60,86,0
2041,USF,S.Honeycutt,SR (RS),LEDG,82,87,90,76,62,80,92,0
2041,USF,C.Meryl,SR (RS),HB,82,88,92,92,88,87,84,0
2041,USF,S.Obasuyi,JR (RS),QB,82,90,93,84,81,59,78,0
2041,USF,T.Nagy,SR (RS),WR,82,94,97,88,84,67,78,0
2041,USF,T.Roper,SO,WR,82,94,97,91,88,61,73,0
2041,USF,A.Adams,FR,SAM,82,88,93,86,80,77,85,0
2041,USF,L.Childress,SO,TE,81,82,91,83,83,75,77,0
2041,USF,T.Nunes,SR (RS),LT,81,64,71,75,68,82,80,0
2041,USF,S.Pitts,SR (RS),LG,80,72,84,69,55,89,75,0
2041,USF,B.Carruthers,FR,REDG,80,84,90,75,68,82,80,0
2041,USF,J.Goda,SO,CB,80,93,94,86,90,55,80,0
2041,USF,K.Pineiro,FR,P,79,71,71,76,58,26,73,0
2041,USF,N.Wall,JR,SS,79,91,92,88,88,50,77,0
2041,USF,A.Pride,SO,MIKE,79,83,85,80,77,77,74,0
2041,USF,A.Wylie,SR (RS),MIKE,79,81,85,79,76,84,74,0
2041,USF,B.Scioli,FR,K,78,68,68,71,55,39,68,0
2041,USF,D.Ezekiel,SR (RS),WILL,78,80,89,79,75,75,86,0
2041,USF,T.LeCounte,SR (RS),C,78,64,75,79,75,86,73,0
2041,USF,D.Adebo,SO,FS,78,83,81,86,73,76,70,0
2041,USF,J.Abdesmad,FR,RG,77,64,78,65,47,89,77,0
2041,USF,G.Soto,JR,REDG,77,67,73,70,58,93,70,0
2041,USF,T.Nagy,FR,CB,77,91,93,88,89,64,79,0
2041,USF,K.Cunningham,SR (RS),C,77,74,86,78,62,88,69,0
2041,USF,J.Keglar,JR (RS),TE,76,83,83,78,73,74,77,0
2041,USF,T.Christmas,SR (RS),RG,76,57,74,80,60,76,83,0
2041,USF,L.Pope,JR (RS),LG,75,69,79,78,46,81,62,0
2041,USF,D.Waddle,JR (RS),HB,75,90,88,88,85,62,76,0
2041,USF,A.Money,SR (RS),RT,75,65,75,76,48,75,80,0
2041,USF,H.Surratt,SO,HB,74,91,91,89,88,61,63,0
2041,USF,G.Madden,FR,QB,74,80,86,84,86,56,69,0
2041,USF,Z.Traore,FR (RS),WILL,73,74,81,81,82,74,77,0
2041,USF,D.Slayton,FR,WR,73,85,89,83,79,73,70,0
2041,USF,T.Tobias,FR (RS),REDG,73,78,88,72,62,76,72,0
2041,USF,C.LeBeau,JR,HB,73,88,89,81,83,66,72,0
2041,USF,D.McNabb,SR,TE,73,79,83,81,79,69,79,0
2041,USF,S.Cole,SR (RS),SAM,73,83,86,89,83,59,71,0
2041,USF,A.Bettis,SR (RS),LEDG,73,74,81,77,64,83,70,0
2041,USF,S.Bagent,FR (RS),FS,72,89,86,86,89,58,64,0
2041,USF,B.Brown,FR,HB,72,83,90,88,87,69,67,0
2041,USF,R.Gostkowski,JR (RS),LG,72,53,66,75,66,78,69,0
2041,USF,D.Briscoe,JR (RS),WILL,72,79,87,80,81,67,72,0
2041,USF,J.Souza,FR (RS),LT,72,59,70,74,64,87,62,0
2041,USF,P.Igbinoghene,JR (RS),CB,72,87,90,88,93,48,74,0
2041,USF,T.Nece,SR (RS),FS,72,88,81,82,78,57,75,0
2041,USF,J.Vaughns,SO (RS),REDG,71,76,83,78,61,80,70,0
2041,USF,L.Cook,FR (RS),MIKE,71,77,82,80,76,71,62,0
2041,USF,C.Soto,SR (RS),LT,71,60,72,75,65,83,79,0
2041,USF,E.Elway,SO (RS),CB,71,89,86,86,97,63,70,0
2041,USF,B.Gizzi,SO,WILL,71,73,86,82,79,76,83,0
2041,USF,D.Boyce,SO,WR,70,89,90,83,80,59,61,0
2041,USF,G.Ramsay,FR (RS),RG,70,59,81,74,49,83,70,0
2041,USF,J.McCleod,SO (RS),FS,70,86,86,80,90,64,61,0
2041,USF,L.Tant,JR (RS),SS,70,87,78,75,74,56,70,0
2041,USF,T.Haywood,FR (RS),RG,69,66,80,65,49,85,65,0
2041,USF,S.Joslin,FR (RS),CB,69,87,85,82,79,54,57,0
2041,USF,A.Bush,FR,SS,69,87,86,88,80,74,56,0
2041,USF,S.Jackson,JR (RS),CB,69,85,81,82,86,39,58,0
2041,USF,R.Hasselbeck,FR (RS),DT,68,56,71,51,61,87,63,0
2041,USF,M.Bourne,FR (RS),CB,68,89,92,90,88,59,62,0
2041,USF,K.Ahlers,FR,RT,68,66,65,64,44,82,58,0
2041,USF,J.Tobias,FR,SAM,68,76,88,82,80,68,67,0
2041,USF,J.Tangelo,SO (RS),WR,68,97,94,84,82,59,64,0
2041,USF,K.Hinish,FR,TE,68,68,73,76,64,77,69,0
2041,USF,A.Dunbar,FR,WR,68,90,87,83,79,68,65,0
2041,USF,E.Jamerson,SO (RS),HB,67,85,87,80,73,69,72,0
2041,USF,R.Jones,JR (RS),WILL,67,76,78,82,73,76,79,0
2041,USF,D.Pryor,FR (RS),LG,66,64,73,56,39,80,66,0
2041,USF,M.Abreu,SO,TE,66,72,74,69,68,79,65,0
2041,USF,R.Coffey,SO,TE,65,71,76,72,69,75,72,0
2041,USF,G.McCleskey,FR,CB,65,90,90,88,87,57,62,0
2041,USF,A.Spriggs,FR,RT,65,62,67,68,53,74,58,0
2041,USF,D.Boger,JR (RS),RT,64,66,71,74,60,82,60,0
2041,USF,S.Little,FR,QB,64,80,82,84,85,62,64,0
2041,USF,D.Maginn,SO (RS),SAM,61,75,83,69,72,71,63,0
2042,Bowling Green,Kareem Alston,SO (RS),HB,96,87,92,94,88,82,90,1
2042,Bowling Green,M. Mahelona,SR,TE,96,80,84,75,74,82,82,0
2042,Bowling Green,F. Drango,SR (RS),QB,96,88,95,94,95,67,91,1
2042,Bowling Green,J. Poe,JR,RG,94,64,78,73,51,87,93,0
2042,Bowling Green,T. Keur,SR (RS),REDG,93,92,99,90,70,93,83,1
2042,Bowling Green,E. Grubbs,JR,C,93,63,79,88,71,93,91,0
2042,Bowling Green,M. Pierce,JR,HB,92,92,92,99,99,79,80,0
2042,Bowling Green,S. Figurs,SO (RS),WILL,90,89,94,88,86,85,79,1
2042,Bowling Green,D. Jones,SR,TE,89,72,78,75,69,82,72,0
2042,Bowling Green,S. Fogg,FR (RS),LT,89,71,77,74,51,88,76,1
2042,Bowling Green,H. Cooke,JR,FS,89,94,96,93,94,58,74,0
2042,Bowling Green,G. Murphey,SR (RS),RT,87,65,71,97,71,95,85,1
2042,Bowling Green,C. Carden,SR (RS),CB,87,86,90,88,99,53,89,1
2042,Bowling Green,Dean Boss,SR (RS),SS,86,86,80,84,78,72,87,1
2042,Bowling Green,K. Demercado,SR (RS),WR,86,92,93,92,77,84,84,1
2042,Bowling Green,B. Regis,SR,LEDG,86,71,81,75,70,90,81,0
2042,Bowling Green,T. Flavors,FR,RT,85,73,84,74,56,92,70,0
2042,Bowling Green,H. Schilens,SO,RG,85,66,81,76,66,94,66,0
2042,Bowling Green,D. Head,SO,LT,85,73,81,75,58,87,71,0
2042,Bowling Green,L. Kight,SO (RS),SAM,85,90,91,81,78,79,81,1
2042,Bowling Green,Nicholas Salazar,SR (RS),CB,84,94,98,94,99,61,68,1
2042,Bowling Green,M. Flowers,FR (RS),QB,84,81,87,85,88,52,66,1
2042,Bowling Green,M. Ebukam,SO,HB,84,87,88,94,92,78,72,0
2042,Bowling Green,A. Mills,JR,LEDG,84,89,90,80,67,78,74,0
2042,Bowling Green,M. Delaney,SO (RS),REDG,84,88,86,77,67,90,81,1
2042,Bowling Green,G. Markuck,SR,RG,84,72,84,72,51,93,62,0
2042,Bowling Green,J. McNitt,JR (RS),LG,84,55,68,83,67,81,83,1
2042,Bowling Green,G. Ghee,JR (RS),WILL,84,78,87,87,82,80,74,1
2042,Bowling Green,J. Ramsay,SO,WR,83,88,91,96,90,65,75,0
2042,Bowling Green,M. Garrison,SR (RS),P,83,69,71,76,58,35,76,1
2042,Bowling Green,I. Cooks,SO (RS),DT,83,61,73,60,65,94,77,1
2042,Bowling Green,B. Truman,SR (RS),LT,83,58,76,94,84,81,82,1
2042,Bowling Green,Oscar Rahman,JR (RS),SS,82,88,89,79,77,65,75,1
2042,Bowling Green,L. Lipscomb,FR (RS),FS,82,92,93,86,82,69,74,1
2042,Bowling Green,L. Toone,FR,CB,82,94,94,90,91,73,74,0
2042,Bowling Green,C. Randall,FR (RS),WR,82,95,94,91,80,68,69,1
2042,Bowling Green,N. Kellum,SR (RS),WILL,82,84,94,89,88,78,79,1
2042,Bowling Green,C. Swan,SO (RS),REDG,82,76,80,81,69,89,78,1
2042,Bowling Green,T. Bridges,JR (RS),C,82,75,81,76,38,90,69,1
2042,Bowling Green,C. Bowling,FR,WILL,81,85,90,83,78,80,73,0
2042,Bowling Green,L. Smalls,SO (RS),FS,81,91,91,90,90,57,71,1
2042,Bowling Green,T. Cummins,JR (RS),HB,81,92,96,85,82,79,75,1
2042,Bowling Green,T. Lewis,FR,RG,81,65,76,65,55,96,63,0
2042,Bowling Green,T. Dugger,JR (RS),LEDG,81,63,77,67,55,88,77,1
2042,Bowling Green,M. Stevens,FR (RS),WILL,81,80,91,76,81,84,79,1
2042,Bowling Green,Logan Sanders,SR,MIKE,80,83,92,86,84,83,74,0
2042,Bowling Green,E. Hix,SR (RS),FS,80,97,92,78,80,64,74,1
2042,Bowling Green,N. Robertson,JR (RS),WR,80,92,89,98,93,66,79,1
2042,Bowling Green,J. Jackson,JR,WR,80,90,96,93,83,69,83,0
2042,Bowling Green,D. Mixon,FR,WR,80,86,89,84,81,76,72,0
2042,Bowling Green,E. McLeod,SO (RS),SS,80,86,89,83,90,62,76,1
2042,Bowling Green,J. Draft,JR (RS),SAM,80,79,83,82,77,71,80,1
2042,Bowling Green,D. Bigsby,SR (RS),REDG,80,82,84,79,68,83,77,1
2042,Bowling Green,D. Barnes,JR (RS),RT,80,54,72,74,54,81,69,1
2042,Bowling Green,B. Song,SR (RS),K,80,70,71,73,61,27,74,1
2042,Bowling Green,Keenan Pimentel,FR,DT,79,66,77,63,66,92,70,0
2042,Bowling Green,M. Seitz,FR,WILL,79,80,88,79,79,82,76,0
2042,Bowling Green,F. Pope,SR (RS),SAM,79,88,90,87,73,70,72,1
2042,Bowling Green,J. Worrilow,SO (RS),LG,79,60,75,81,61,96,68,1
2042,Bowling Green,D. Upshaw,SO (RS),WR,79,90,92,81,90,63,74,1
2042,Bowling Green,C. Anderson,FR (RS),DT,78,65,72,64,48,93,66,1
2042,Bowling Green,P. Reddick,FR (RS),CB,78,91,93,89,94,69,73,1
2042,Bowling Green,R. Hicks,FR (RS),CB,78,89,93,88,93,63,74,1
2042,Bowling Green,D. Colon,JR (RS),DT,78,68,81,72,57,88,76,1
2042,Bowling Green,G. Judovsky,SR (RS),LG,78,64,71,69,37,82,71,1
2042,Bowling Green,Lakeem Fayad,FR,MIKE,77,83,89,86,83,77,72,0
2042,Bowling Green,J. King,JR (RS),QB,77,81,81,88,86,62,82,1
2042,Bowling Green,K. Elias,JR (RS),MIKE,77,77,88,71,73,85,73,1
2042,Bowling Green,J. Teague,JR,MIKE,76,83,86,81,77,70,67,0
2042,Bowling Green,Z. Griggs,SO (RS),CB,76,87,93,90,94,60,75,1
2042,Bowling Green,T. Ringo,FR,SS,76,89,90,85,86,61,71,0
2042,Bowling Green,E. Braverman,FR,LEDG,76,68,79,71,55,86,68,0
2042,Bowling Green,L. Anthony,FR,MIKE,76,84,87,82,77,79,73,0
2042,Bowling Green,D. Countess,JR (RS),SS,76,87,86,86,94,73,69,1
2042,Bowling Green,Kevin Davis,SO (RS),TE,75,82,82,86,68,77,67,1
2042,Bowling Green,N. Fralic,FR,REDG,75,74,80,69,59,82,67,0
2042,Bowling Green,H. Shorter,SO (RS),TE,74,84,90,85,73,69,70,1
2042,Bowling Green,T. Teague,FR,TE,74,89,92,85,83,68,64,0
2042,Bowling Green,P. Odeyingbo,JR (RS),SAM,74,82,87,82,79,80,69,1
2042,Bowling Green,Zach Redmond,FR,QB,72,80,87,89,84,64,60,0
2042,Bowling Green,K. Russ,FR (RS),WR,72,87,89,80,78,72,69,1
2042,Bowling Green,J. Merriman,FR (RS),WR,72,87,94,90,85,61,58,1
2042,Bowling Green,N. Avril,FR (RS),TE,71,83,80,82,73,76,59,1
2042,Bowling Green,L. Coffey,FR,HB,68,88,87,80,84,64,69,0
2042,Florida,Alex Erving,JR (RS),HB,95,98,99,90,87,78,85,1
2042,Florida,R. Holyfield,SO (RS),CB,95,96,97,93,99,71,86,1
2042,Florida,M. Levrone,SR,CB,94,99,96,94,99,85,86,0
2042,Florida,M. Coale,SR (RS),C,93,77,93,81,58,98,82,1
2042,Florida,M. Cave,JR,LT,91,71,87,79,65,91,83,0
2042,Florida,T. Scroggins,SR,HB,91,90,94,97,94,79,81,0
2042,Florida,K. Clemens,JR (RS),RG,90,67,80,75,53,88,87,1
2042,Florida,D. Stockton,SR (RS),CB,88,89,88,87,99,68,89,1
2042,Florida,A. Rashed,JR (RS),RT,87,61,75,88,72,83,85,1
2042,Florida,J. Quintero,SR (RS),LEDG,87,83,84,83,68,87,80,1
2042,Florida,S. Kindred,SR (RS),WR,87,90,95,90,83,67,81,1
2042,Florida,J. Orakpo,SR (RS),MIKE,87,85,94,84,87,84,77,1
2042,Florida,Chad Strnad,SR,WILL,86,91,88,86,84,88,75,0
2042,Florida,T. Clemons,SR (RS),CB,86,94,89,90,92,58,75,1
2042,Florida,B. Gold,SR (RS),REDG,86,87,90,82,67,85,79,1
2042,Florida,C. Aboushi,SR (RS),HB,86,80,88,99,90,73,76,1
2042,Florida,P. Iwuagwu,JR (RS),DT,86,63,74,67,52,97,73,1
2042,Florida,G. Hawkins,SR,TE,86,85,79,81,70,82,78,0
2042,Florida,T. Ebron,SR,DT,85,63,74,68,51,99,74,0
2042,Florida,T. Armstrong,SR (RS),SAM,85,91,90,80,77,83,83,1
2042,Florida,Seth Silva,FR (RS),P,84,71,69,77,51,34,79,1
2042,Florida,L. Lowe,JR (RS),LEDG,84,78,84,75,58,85,66,1
2042,Florida,J. Jasso,SR (RS),K,84,74,70,72,59,37,76,1
2042,Florida,K. Akindele,SO (RS),SS,84,94,90,88,95,70,74,1
2042,Florida,J. Shakir,JR (RS),LEDG,84,79,85,83,64,91,77,1
2042,Florida,L. Rambo,JR (RS),P,84,74,70,75,61,34,85,1
2042,Florida,D. Sheppard,SR,WR,83,89,93,90,81,71,81,0
2042,Florida,H. Auss,SO (RS),QB,83,77,77,79,81,71,81,1
2042,Florida,J. Brownlee,FR (RS),REDG,82,78,89,79,81,81,74,1
2042,Florida,Z. Bequette,SR (RS),MIKE,81,78,87,80,77,73,81,1
2042,Florida,M. Trewyn,SR (RS),FS,81,84,84,86,89,59,66,1
2042,Florida,T. Mawae,JR (RS),CB,81,88,89,88,99,51,86,1
2042,Florida,G. Randall,SR (RS),HB,81,85,88,86,82,73,69,1
2042,Florida,F. Robbins,SO,CB,81,87,92,92,93,52,73,0
2042,Florida,Kevin Hamm,JR (RS),DT,80,58,70,67,55,91,77,1
2042,Florida,S. Gammon,SR (RS),MIKE,80,79,85,81,74,75,72,1
2042,Florida,M. Westfall,SR (RS),MIKE,80,77,89,72,78,81,77,1
2042,Florida,P. Stacy,JR,DT,80,63,72,73,43,91,66,0
2042,Florida,M. Fotu,FR,WILL,79,81,88,76,80,81,76,0
2042,Florida,T. Gideon,SO,TE,79,80,84,77,81,77,70,0
2042,Florida,C. Stingley,JR (RS),RT,79,58,83,88,63,72,83,1
2042,Florida,S. Kimble,JR (RS),HB,79,89,90,90,81,66,71,1
2042,Florida,George Idonije,JR (RS),WR,78,90,90,97,89,69,70,1
2042,Florida,T. Amaro,SO,SS,78,94,91,88,92,63,75,0
2042,Florida,S. Payne,SR (RS),REDG,78,75,82,85,67,80,76,1
2042,Florida,L. Muma,SO,HB,78,92,92,83,87,73,69,0
2042,Florida,R. Peace,JR (RS),REDG,77,79,84,72,66,84,78,1
2042,Florida,J. Hoppes,FR (RS),LEDG,77,81,87,72,83,85,60,1
2042,Florida,E. Geisinger,JR (RS),LG,77,59,75,82,69,80,79,1
2042,Florida,D. Pope,SO (RS),SAM,77,88,86,86,80,75,65,1
2042,Florida,E. Tolbert,SO (RS),LG,77,60,83,77,68,79,81,1
2042,Florida,Jimmy Neuzil,JR (RS),TE,76,84,79,84,74,80,65,1
2042,Florida,K. Baity,SO,WR,76,89,88,86,87,73,74,0
2042,Florida,S. Fayad,FR (RS),SAM,76,82,86,67,80,81,71,1
2042,Florida,I. Eberle,JR (RS),WILL,76,82,87,78,76,70,71,1
2042,Florida,M. Dorris,SR (RS),RG,76,64,69,92,74,88,66,1
2042,Florida,M. Sheard,FR,FS,76,88,86,84,82,67,72,0
2042,Florida,F. Bushman,FR,DT,76,64,72,59,59,89,68,0
2042,Florida,L. Ursua,JR (RS),SAM,75,84,85,82,83,75,70,1
2042,Florida,M. Pettis,FR,WR,75,90,85,87,91,64,70,0
2042,Florida,J. Whiteheart,FR,HB,75,91,90,91,87,64,62,0
2042,Florida,M. Nicholson,JR (RS),FS,74,90,84,86,87,49,63,1
2042,Florida,D. Erving,FR,HB,74,88,88,84,85,60,67,0
2042,Florida,D. Ottis,FR (RS),HB,74,87,85,82,83,61,64,1
2042,Florida,James Faulk,FR (RS),CB,73,89,89,87,92,63,65,1
2042,Florida,V. Togiai,FR (RS),LG,73,54,70,68,54,76,65,1
2042,Florida,M. Cutting,SO (RS),WR,71,82,87,94,87,72,71,1
2042,Florida,E. Tabor,FR,WILL,71,79,86,71,80,79,69,0
2042,Florida,B. Goodley,FR,LT,71,54,73,64,57,78,73,0
2042,Florida,A. Robert,FR,SAM,71,79,89,69,78,83,59,0
2042,Florida,C. Alfonso,FR,RT,70,57,65,65,43,79,60,0
2042,Florida,L. Bost,SO (RS),SS,70,81,79,78,79,69,65,1
2042,Florida,B. Talbott,JR (RS),QB,70,79,84,84,88,63,66,1
2042,Florida,Nathan Coons,SR (RS),LT,69,62,66,57,49,82,59,1
2042,Florida,S. DeWitt,FR,LG,69,61,71,56,38,85,59,0
2042,Florida,T. Raimann,SO (RS),WR,69,92,85,78,80,71,71,1
2042,Florida,M. Butt,SO,WILL,68,80,85,79,77,74,67,0
2042,Florida,B. Swope,FR,C,68,56,62,61,49,76,65,0
2042,Florida,C. Garrison,FR,RG,67,54,64,69,43,81,58,0
2042,Florida,M. Slay,FR,TE,66,81,85,86,82,71,67,0
2042,Florida,Ralph Nagy,FR,WILL,65,74,85,84,79,67,65,0
2042,Florida,C. Tinker,FR,C,65,64,65,51,44,89,62,0
2042,Florida,H. Prude,FR,TE,65,84,77,85,67,77,61,0
2042,Florida,A. Clutts,FR,TE,65,73,74,74,67,77,64,0
2042,Florida,A. Tribble,FR,RG,64,59,71,62,49,73,63,0
2042,Florida State,E. Weber,SR (RS),WILL,99,88,94,91,87,85,95,1
2042,Florida State,L. Bohanon,SR,HB,96,93,89,96,93,66,85,0
2042,Florida State,J. Nash,SR,WR,96,95,96,89,92,76,86,0
2042,Florida State,T. Gaskin,SR (RS),DT,92,65,70,58,69,90,89,1
2042,Florida State,C. Fields,JR (RS),SAM,92,92,90,92,89,84,87,1
2042,Florida State,P. Reeshad,SO (RS),HB,92,85,92,94,90,80,82,1
2042,Florida State,D. Wicks,SR (RS),MIKE,91,88,89,89,82,84,79,1
2042,Florida State,O. Tranquill,SR (RS),QB,89,80,82,99,99,70,80,1
2042,Florida State,O. Gumbs,SO (RS),MIKE,89,86,92,89,88,81,76,1
2042,Florida State,J. Sampson,SR,C,88,63,77,83,66,88,92,0
2042,Florida State,F. Shavers,SR (RS),SAM,88,87,96,83,82,85,81,1
2042,Florida State,S. Winterswyk,SO,QB,88,89,92,87,94,63,84,0
2042,Florida State,D. O'Grady,SR,WR,88,92,92,88,91,68,81,0
2042,Florida State,D. Dicker,JR,CB,87,97,98,96,93,72,77,0
2042,Florida State,E. Perkins,FR (RS),REDG,87,77,79,76,62,83,73,1
2042,Florida State,R. Etienne,SR (RS),HB,86,83,83,93,92,82,81,1
2042,Florida State,Z. Emery,JR,CB,86,92,93,92,95,63,75,0
2042,Florida State,M. Heard,SR (RS),WILL,85,83,86,80,75,71,79,1
2042,Florida State,G. Ruggs,SR (RS),REDG,85,66,70,67,59,87,69,1
2042,Florida State,S. Temple,FR (RS),CB,85,97,96,93,95,68,74,1
2042,Florida State,S. Battle,SR (RS),K,84,73,71,74,58,27,79,1
2042,Florida State,I. McCracken,SO,WR,84,90,87,91,94,68,73,0
2042,Florida State,V. Lanier,SR (RS),DT,83,62,77,64,54,82,69,1
2042,Florida State,K. Enunwa,JR,TE,83,88,82,87,83,67,87,0
2042,Florida State,T. Crayton,SR (RS),HB,83,86,88,84,85,85,75,1
2042,Florida State,T. Randall,SR (RS),TE,83,83,82,74,78,69,80,1
2042,Florida State,A. Tuggle,SR (RS),LT,82,66,83,75,45,89,70,1
2042,Florida State,T. Streeter,FR (RS),RG,82,72,81,71,49,84,75,1
2042,Florida State,J. Sorenson,SO,FS,82,90,90,85,86,61,76,0
2042,Florida State,B. Kinatukara,SO (RS),P,82,70,72,75,59,27,75,1
2042,Florida State,K. Davie,SR,MIKE,82,79,87,83,81,77,74,0
2042,Florida State,M. Mbu,JR (RS),HB,82,91,92,86,83,76,72,1
2042,Florida State,A. Hooks,SR (RS),CB,82,93,94,90,94,65,74,1
2042,Florida State,J. Sampson,JR,LEDG,82,82,86,80,68,86,72,0
2042,Florida State,J. Fatukasi,SO (RS),SAM,81,77,90,86,77,82,77,1
2042,Florida State,G. Moncrief,SO,REDG,81,80,86,77,66,88,73,0
2042,Florida State,E. Provo,JR (RS),C,81,55,77,79,56,88,85,1
2042,Florida State,R. Addae,JR,LEDG,81,85,86,79,64,93,68,0
2042,Florida State,T. Brownlee,FR (RS),SS,80,89,90,89,85,54,68,1
2042,Florida State,M. Bech,FR (RS),FS,80,90,88,88,84,61,70,1
2042,Florida State,A. Nevis,JR (RS),LG,80,69,72,71,51,86,74,1
2042,Florida State,L. Ballage,FR (RS),FS,80,89,89,86,88,63,71,1
2042,Florida State,S. Lopes,SO (RS),WILL,80,82,88,85,86,79,73,1
2042,Florida State,D. Kumerow,SR (RS),FB,79,82,84,82,82,86,73,1
2042,Florida State,M. Brown,JR (RS),SS,79,87,89,79,86,50,74,1
2042,Florida State,S. Jewel,FR,REDG,79,82,86,73,68,89,69,0
2042,Florida State,D. Kafka,FR,LEDG,79,83,85,74,66,87,69,0
2042,Florida State,L. Hendrickson,FR (RS),MIKE,79,82,88,84,82,80,70,1
2042,Florida State,A. Polanco,FR,FS,78,93,92,87,89,61,70,0
2042,Florida State,D. Marcus,FR,WILL,78,85,90,83,80,78,71,0
2042,Florida State,V. Jones,FR,C,78,63,76,69,54,85,70,0
2042,Florida State,L. Eckert,FR,DT,78,78,81,68,60,88,69,0
2042,Florida State,O. Enechukwu,SR (RS),CB,78,86,87,81,93,54,77,1
