Season,Team,PlayerID,Name,Pos,PosBucket,OVR,Age,Status,Source,CollegeTeam,CollegeUser
2044,Bengals,,Marco Wilson,CB,CB,69,26,Active,base_nfl_roster,,
2044,Bengals,,Barrett Carter,MIKE,LB,69,22,Active,base_nfl_roster,,
2044,Bengals,,Cody Ford,RT,OL,68,28,Active,base_nfl_roster,,
2044,Bengals,,Drew Sample,TE,TE,68,29,Active,base_nfl_roster,,
2044,Bengals,,Erick All Jr,TE,TE,68,24,Active,base_nfl_roster,,
2044,Bengals,,Tanner Hudson,TE,TE,68,30,Active,base_nfl_roster,,
2044,Bengals,,D.J. Ivey,CB,CB,67,25,Active,base_nfl_roster,,
2044,Bengals,,Jake Browning,QB,QB,67,29,Active,base_nfl_roster,,
2044,Bengals,,Jalen Rivers,RG,OL,67,22,Active,base_nfl_roster,,
2044,Bengals,,Jalen Davis,CB,CB,67,29,Active,base_nfl_roster,,
2044,Bengals,,Brian Asamoah II,MIKE,LB,66,25,Active,base_nfl_roster,,
2044,Bengals,,Anthony D.,SS,S,66,24,Active,base_nfl_roster,,
2044,Bengals,,Kendric Williams,WR,WR,66,23,Active,base_nfl_roster,,
2044,Bengals,,Tycen Anderson,SS,S,65,26,Active,base_nfl_roster,,
2044,Bengals,2042_miami_cknowles_rg,C.Knowles,RG,OL,76,23,Active,dynasty_player,Miami,
2044,Bengals,2042_michigan_rmangold_mike,R.Mangold,MIKE,LB,92,23,Active,dynasty_player,Michigan,
2044,Bengals,2042_michigan_zmcnown_will,Z.McNown,WILL,LB,95,23,Active,dynasty_player,Michigan,
2044,Bengals,2042_northcarolina_ngarnes_lt,N.Garnes,LT,OL,87,23,Active,dynasty_player,North Carolina,
2044,Bengals,2042_texas_gpuente_sam,G.Puente,SAM,LB,89,23,Active,dynasty_player,Texas,
2044,Bengals,2042_washington_fsanders_cb,F.Sanders,CB,CB,84,23,Active,dynasty_player,Washington,
2044,Bengals,2042_westernmichigan_thubert_sam,T.Hubert,SAM,LB,80,23,Active,dynasty_player,Western Michigan,
2044,Bengals,2043_bowlinggreen_tkeur_redg,T. Keur,REDG,EDGE,88,22,Active,dynasty_player,Bowling Green,Devin
2044,Bengals,2043_deathvalley_jloyd_wr,J. Loyd,WR,WR,79,22,Active,dynasty_player,Death Valley,
2044,Bengals,2043_houston_aghiaciuc_redg,A. Ghiaciuc,REDG,EDGE,78,22,Active,dynasty_player,Houston,
2044,Bengals,2043_miami_jadams_lt,J. Adams,LT,OL,87,22,Active,dynasty_player,Miami,
2044,Bengals,2043_notredamefightingirish_jcarreon_lg,J. Carreon,LG,OL,83,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Bengals,2043_pennstate_jsilver_rg,J. Silver,RG,OL,75,22,Active,dynasty_player,Penn State,
2044,Bengals,2043_texastech_dredman_lg,D. Redman,LG,OL,76,22,Active,dynasty_player,Texas Tech,Noah
2044,Cardinals,,Trey McBride,TE,TE,97,25,Active,base_nfl_roster,,
2044,Cardinals,,Budda Baker,SS,S,90,29,Active,base_nfl_roster,,
2044,Cardinals,,Paris Johnson Jr,LT,OL,85,24,Active,base_nfl_roster,,
2044,Cardinals,,Josh Sweat,REDG,EDGE,85,28,Active,base_nfl_roster,,
2044,Cardinals,,Hjalte Froholdt,C,OL,84,29,Active,base_nfl_roster,,
2044,Cardinals,,Jalen Thompson,FS,S,83,27,Active,base_nfl_roster,,
2044,Cardinals,,James Conner,HB,RB,83,30,Active,base_nfl_roster,,
2044,Cardinals,,Calais Campbell,DT,IDL,82,39,Active,base_nfl_roster,,
2044,Cardinals,,Michael Wilson,WR,WR,81,25,Active,base_nfl_roster,,
2044,Cardinals,,Marvin Harrison Jr,WR,WR,80,23,Active,base_nfl_roster,,
2044,Cardinals,,Mack Wilson Sr,WILL,LB,79,27,Active,base_nfl_roster,,
2044,Cardinals,,Garrett Williams,CB,CB,78,24,Active,base_nfl_roster,,
2044,Cardinals,,Sean Murphy-Bunting,CB,CB,78,28,Active,base_nfl_roster,,
2044,Cardinals,,Walter Nolen,DT,IDL,78,21,Active,base_nfl_roster,,
2044,Cardinals,,Will Johnson,CB,CB,77,22,Active,base_nfl_roster,,
2044,Cardinals,,Trey Benson,HB,RB,77,23,Active,base_nfl_roster,,
2044,Cardinals,,Zaven Collins,LEDG,EDGE,76,26,Active,base_nfl_roster,,
2044,Cardinals,,Chad Ryland,K,K,75,25,Active,base_nfl_roster,,
2044,Cardinals,,Kyler Murray,QB,QB,75,28,Active,base_nfl_roster,,
2044,Cardinals,,Jacoby Brissett,QB,QB,75,32,Active,base_nfl_roster,,
2044,Cardinals,,Dalvin Tomlinson,DT,IDL,75,31,Active,base_nfl_roster,,
2044,Cardinals,,Zay Jones,WR,WR,75,30,Active,base_nfl_roster,,
2044,Cardinals,,Kevin Clark,CB,CB,74,24,Active,base_nfl_roster,,
2044,Cardinals,,Browning,LEDG,EDGE,74,26,Active,base_nfl_roster,,
2044,Cardinals,,Blake Gillikin,P,P,74,27,Active,base_nfl_roster,,
2044,Cardinals,,Greg Dortch,WR,WR,74,27,Active,base_nfl_roster,,
2044,Cardinals,,Max Melton,CB,CB,74,23,Active,base_nfl_roster,,
2044,Cardinals,,Bilal Nichols,DT,IDL,74,28,Active,base_nfl_roster,,
2044,Cardinals,,Starling Thomas V,CB,CB,73,25,Active,base_nfl_roster,,
2044,Cardinals,,J. Williams,RT,OL,73,27,Active,base_nfl_roster,,
2044,Cardinals,,J. Burch,REDG,EDGE,73,23,Active,base_nfl_roster,,
2044,Cardinals,,Elijah Brown,LG,OL,73,28,Active,base_nfl_roster,,
2044,Cardinals,,Matt Haack,P,P,73,31,Active,base_nfl_roster,,
2044,Cardinals,,B.J. Ojulari,LEDG,EDGE,72,23,Active,base_nfl_roster,,
2044,Cardinals,,Akeem Davis-Gaither,MIKE,LB,72,27,Active,base_nfl_roster,,
2044,Cardinals,,J. Karty,K,K,72,23,Active,base_nfl_roster,,
2044,Cardinals,,Dadrion Taylor-Demerson,FS,S,72,24,Active,base_nfl_roster,,
2044,Cardinals,,Kelvin Beachum,LT,OL,72,36,Active,base_nfl_roster,,
2044,Cardinals,,Will Hernandez,RG,OL,71,29,Active,base_nfl_roster,,
2044,Cardinals,,Elijah Jones,CB,CB,71,25,Active,base_nfl_roster,,
2044,Cardinals,,Darius Stills,DT,IDL,71,25,Active,base_nfl_roster,,
2044,Cardinals,,Michael Carter,HB,RB,71,26,Active,base_nfl_roster,,
2044,Cardinals,,Emari Demercado,HB,RB,70,26,Active,base_nfl_roster,,
2044,Cardinals,,Bam Knight,HB,RB,70,24,Active,base_nfl_roster,,
2044,Cardinals,,C. Simon,WILL,LB,70,23,Active,base_nfl_roster,,
2044,Cardinals,,Darius Robinson,DT,IDL,70,23,Active,base_nfl_roster,,
2044,Cardinals,,Isaiah Adams,RG,OL,70,25,Active,base_nfl_roster,,
2044,Cardinals,,Pharaoh Brown,TE,TE,69,31,Active,base_nfl_roster,,
2044,Cardinals,,Elijah Higgins,TE,TE,68,24,Active,base_nfl_roster,,
2044,Cardinals,,L.J. Collier,DT,IDL,68,29,Active,base_nfl_roster,,
2044,Cardinals,,J. Brooks,WR,WR,67,25,Active,base_nfl_roster,,
2044,Cardinals,,Owen Pappoe,MIKE,LB,67,24,Active,base_nfl_roster,,
2044,Cardinals,,Simi Fehoko,WR,WR,67,27,Active,base_nfl_roster,,
2044,Cardinals,,C. Kiner,HB,RB,67,23,Active,base_nfl_roster,,
2044,Cardinals,2042_duke_ccarlyle_qb,C.Carlyle,QB,QB,94,23,Active,dynasty_player,Duke,
2044,Cardinals,2042_lsu_ccapps_qb,C.Capps,QB,QB,84,23,Active,dynasty_player,LSU,
2044,Cardinals,2042_michigan_ehocker_lg,E.Hocker,LG,OL,89,23,Active,dynasty_player,Michigan,
2044,Cardinals,2042_olemiss_koluokun_cb,K.Oluokun,CB,CB,78,23,Active,dynasty_player,Ole Miss,
2044,Cardinals,2042_pennstate_ddraughn_cb,D.Draughn,CB,CB,72,23,Active,dynasty_player,Penn State,
2044,Cardinals,2042_texas_djaimes_qb,D.Jaimes,QB,QB,81,23,Active,dynasty_player,Texas,
2044,Cardinals,2042_westvirginia_tsatele_qb,T.Satele,QB,QB,79,23,Active,dynasty_player,West Virginia,
2044,Cardinals,2043_alabama_daugustine_will,D. Augustine,WILL,LB,72,22,Active,dynasty_player,Alabama,
2044,Cardinals,2043_bowlinggreen_mmahelona_te,M. Mahelona,TE,TE,88,22,Active,dynasty_player,Bowling Green,Devin
2044,Cardinals,2043_houston_slotulelei_mike,S. Lotulelei,MIKE,LB,73,22,Active,dynasty_player,Houston,
2044,Cardinals,2043_ohiostate_dfinley_mike,D. Finley,MIKE,LB,72,22,Active,dynasty_player,Ohio State,
2044,Cardinals,2043_tcu_dcorner_cb,D. Corner,CB,CB,75,22,Active,dynasty_player,TCU,
2044,Cardinals,2043_tulane_aqueen_sam,A. Queen,SAM,LB,85,22,Active,dynasty_player,Tulane,
2044,Cardinals,2043_usc_jrourke_cb,J. Rourke,CB,CB,89,22,Active,dynasty_player,USC,
2044,Falcons,,Bijan Robinson,HB,RB,95,23,Active,base_nfl_roster,,
2044,Falcons,,Jessie Bates III,FS,S,94,28,Active,base_nfl_roster,,
2044,Falcons,,Chris Lindstrom,RG,OL,93,28,Active,base_nfl_roster,,
2044,Falcons,,Drake London,WR,WR,92,24,Active,base_nfl_roster,,
2044,Falcons,,Jake Matthews,LT,OL,89,33,Active,base_nfl_roster,,
2044,Falcons,,A.J. Terrell Jr,CB,CB,88,26,Active,base_nfl_roster,,
2044,Falcons,,Kaden Elliss,MIKE,LB,84,30,Active,base_nfl_roster,,
2044,Falcons,,Divine Deablo,WILL,LB,81,27,Active,base_nfl_roster,,
2044,Falcons,,Tyler Allgeier,HB,RB,80,25,Active,base_nfl_roster,,
2044,Falcons,,Ryan Neuzil,C,OL,80,28,Active,base_nfl_roster,,
2044,Falcons,,Kyle Pitts Sr,TE,TE,80,24,Active,base_nfl_roster,,
2044,Falcons,,Kaleb McGary,RT,OL,80,30,Active,base_nfl_roster,,
2044,Falcons,,David Onyemata,DT,IDL,79,32,Active,base_nfl_roster,,
2044,Falcons,,Xavier Watts,SS,S,79,23,Active,base_nfl_roster,,
2044,Falcons,,Jalon Walker,LEDG,EDGE,79,21,Active,base_nfl_roster,,
2044,Falcons,,James Pearce Jr,REDG,EDGE,79,21,Active,base_nfl_roster,,
2044,Falcons,,Leonard Floyd,REDG,EDGE,78,32,Active,base_nfl_roster,,
2044,Falcons,,Arnold Ebiketie,LEDG,EDGE,77,26,Active,base_nfl_roster,,
2044,Falcons,,Darnell Mooney,WR,WR,77,27,Active,base_nfl_roster,,
2044,Falcons,,Bradley Pinion,P,P,77,31,Active,base_nfl_roster,,
2044,Falcons,,Matthew Bergeron,LG,OL,76,25,Active,base_nfl_roster,,
2044,Falcons,,Mike Hughes,CB,CB,76,28,Active,base_nfl_roster,,
2044,Falcons,,Clark Phillips III,CB,CB,75,23,Active,base_nfl_roster,,
2044,Falcons,,Z. Gonzalez,K,K,74,30,Active,base_nfl_roster,,
2044,Falcons,,Billy Bowman Jr,CB,CB,73,22,Active,base_nfl_roster,,
2044,Falcons,,Ruke Orhorhoro,DT,IDL,73,23,Active,base_nfl_roster,,
2044,Falcons,,Brandon Dorlus,DT,IDL,73,24,Active,base_nfl_roster,,
2044,Falcons,,Mike Ford Jr,CB,CB,73,30,Active,base_nfl_roster,,
2044,Falcons,,Kirk Cousins,QB,QB,73,37,Active,base_nfl_roster,,
2044,Falcons,,Z. Harrison,DT,IDL,73,24,Active,base_nfl_roster,,
2044,Falcons,,Dee Alford,CB,CB,73,27,Active,base_nfl_roster,,
2044,Falcons,,Michael Penix Jr,QB,QB,72,25,Active,base_nfl_roster,,
2044,Falcons,,Troy Andersen,WILL,LB,71,26,Active,base_nfl_roster,,
2044,Falcons,,Bralen Trice,REDG,EDGE,71,24,Active,base_nfl_roster,,
2044,Falcons,,KhaDarel Hodge,WR,WR,71,30,Active,base_nfl_roster,,
2044,Falcons,,Kentavius Street,DT,IDL,71,29,Active,base_nfl_roster,,
2044,Falcons,,R. Harrison Jr,WILL,LB,71,28,Active,base_nfl_roster,,
2044,Falcons,,Elijah Wilkinson,RT,OL,71,30,Active,base_nfl_roster,,
2044,Falcons,,C.J. Henderson,CB,CB,70,26,Active,base_nfl_roster,,
2044,Falcons,,DeMarcco Hellams,FS,S,69,25,Active,base_nfl_roster,,
2044,Falcons,,LaCale London,DT,IDL,69,28,Active,base_nfl_roster,,
2044,Falcons,,Darian Sills V,WR,WR,69,29,Active,base_nfl_roster,,
2044,Falcons,,J.D. Bertrand,SAM,LB,69,25,Active,base_nfl_roster,,
2044,Falcons,,J. Robinson,SS,S,68,24,Active,base_nfl_roster,,
2044,Falcons,,S. Roberts,DT,IDL,68,27,Active,base_nfl_roster,,
2044,Falcons,,K. Kareem,REDG,EDGE,67,27,Active,base_nfl_roster,,
2044,Falcons,,N. Carter,HB,RB,67,23,Active,base_nfl_roster,,
2044,Falcons,,M. Heath,WR,WR,66,25,Active,base_nfl_roster,,
2044,Falcons,,Casey Washington,WR,WR,66,24,Active,base_nfl_roster,,
2044,Falcons,,D. Thompkins,WR,WR,65,25,Active,base_nfl_roster,,
2044,Falcons,,E. Garcia,DT,IDL,65,26,Active,base_nfl_roster,,
2044,Falcons,,Charlie Woerner,TE,TE,65,27,Active,base_nfl_roster,,
2044,Falcons,,M. Jerrell,RT,OL,65,26,Active,base_nfl_roster,,
2044,Falcons,,Jovaughn Gwyn,C,OL,64,26,Active,base_nfl_roster,,
2044,Falcons,2042_alabaster_dnewcomb_dt,D.Newcomb,DT,IDL,85,23,Active,dynasty_player,Alabaster,
2044,Falcons,2042_appalachianstate_treiff_dt,T.Reiff,DT,IDL,80,23,Active,dynasty_player,Appalachian State,
2044,Falcons,2042_miami_jlamp_dt,J.Lamp,DT,IDL,94,23,Active,dynasty_player,Miami,
2044,Falcons,2042_rapidcity_khood_cb,K.Hood,CB,CB,74,23,Active,dynasty_player,Rapid City,
2044,Falcons,2042_smu_akeke_dt,A.Keke,DT,IDL,86,23,Active,dynasty_player,SMU,
2044,Falcons,2042_smu_bwolf_wr,B.Wolf,WR,WR,80,23,Active,dynasty_player,SMU,
2044,Falcons,2042_tennessee_emoncrief_cb,E.Moncrief,CB,CB,85,23,Active,dynasty_player,Tennessee,
2044,Falcons,2043_arkansas_mcross_wr,M. Cross,WR,WR,70,22,Active,dynasty_player,Arkansas,
2044,Falcons,2043_clemson_jkalambayi_wr,J. Kalambayi,WR,WR,76,22,Active,dynasty_player,Clemson,
2044,Falcons,2043_northcarolina_ckuhn_wr,C. Kuhn,WR,WR,83,22,Active,dynasty_player,North Carolina,
2044,Falcons,2043_notredame_cpotts_wr,C. Potts,WR,WR,89,22,Active,dynasty_player,Notre Dame,
2044,Falcons,2043_texas_jabram_dt,J. Abram,DT,IDL,84,22,Active,dynasty_player,Texas,
2044,Falcons,2043_texas_jellington_wr,J. Ellington,WR,WR,88,22,Active,dynasty_player,Texas,
2044,Falcons,2043_texasam_jflemister_wr,J. Flemister,WR,WR,74,22,Active,dynasty_player,Texas A&M,
2044,Ravens,,Derrick Henry,HB,RB,94,31,Active,base_nfl_roster,,
2044,Ravens,,Lamar Jackson,QB,QB,94,28,Active,base_nfl_roster,,
2044,Ravens,,Kyle Hamilton,SS,S,93,24,Active,base_nfl_roster,,
2044,Ravens,,Roquan Smith,MIKE,LB,93,28,Active,base_nfl_roster,,
2044,Ravens,,Nnamdi Madubuike,DT,IDL,92,27,Active,base_nfl_roster,,
2044,Ravens,,Mark Andrews,TE,TE,91,29,Active,base_nfl_roster,,
2044,Ravens,,Zay Flowers,WR,WR,88,24,Active,base_nfl_roster,,
2044,Ravens,,Tyler Linderbaum,C,OL,87,25,Active,base_nfl_roster,,
2044,Ravens,,Marlon Humphrey,CB,CB,87,29,Active,base_nfl_roster,,
2044,Ravens,,Ronnie Stanley,LT,OL,86,31,Active,base_nfl_roster,,
2044,Ravens,,Nate Wiggins,CB,CB,83,22,Active,base_nfl_roster,,
2044,Ravens,,Chidobe Awuzie,CB,CB,83,30,Active,base_nfl_roster,,
2044,Ravens,,Patrick Ricard,FB,RB,82,31,Active,base_nfl_roster,,
2044,Ravens,,Ar'Darius Washington,FS,S,78,25,Active,base_nfl_roster,,
2044,Ravens,,Roger Rosengarten,RT,OL,78,23,Active,base_nfl_roster,,
2044,Ravens,,DeAndre Hopkins,WR,WR,79,33,Active,base_nfl_roster,,
2044,Ravens,,Rashod Bateman,WR,WR,77,25,Active,base_nfl_roster,,
2044,Ravens,,Justice Hill,HB,RB,77,27,Active,base_nfl_roster,,
2044,Ravens,,Jordan Stout,P,P,76,27,Active,base_nfl_roster,,
2044,Ravens,,Keaton Mitchell,HB,RB,75,23,Active,base_nfl_roster,,
2044,Ravens,,Isaiah Likely,TE,TE,75,25,Active,base_nfl_roster,,
2044,Ravens,,D. Jones,REDG,EDGE,75,28,Active,base_nfl_roster,,
2044,Ravens,,Trenton Simpson,WILL,LB,78,24,Active,base_nfl_roster,,
2044,Ravens,,Kyle Van Noy,LEDG,EDGE,80,34,Active,base_nfl_roster,,
2044,Ravens,,T. Jones,DT,IDL,79,25,Active,base_nfl_roster,,
2044,Ravens,,A. Gilman,SS,S,79,27,Active,base_nfl_roster,,
2044,Ravens,,Malaki Starks,FS,S,78,21,Active,base_nfl_roster,,
2044,Ravens,,Tyler Loop,K,K,78,24,Active,base_nfl_roster,,
2044,Ravens,,Daniel Faalele,RG,OL,74,25,Active,base_nfl_roster,,
2044,Ravens,,David Ojabo,REDG,EDGE,72,25,Active,base_nfl_roster,,
2044,Ravens,,Adisa Isaac,REDG,EDGE,72,23,Active,base_nfl_roster,,
2044,Ravens,,Brent Urban,DT,IDL,72,34,Active,base_nfl_roster,,
2044,Ravens,,Emery Jones Jr,LG,OL,71,21,Active,base_nfl_roster,,
2044,Ravens,,Devontez Walker,WR,WR,71,24,Active,base_nfl_roster,,
2044,Ravens,,T. Bryan,DT,IDL,71,29,Active,base_nfl_roster,,
2044,Ravens,,Andrew Vorhees,LG,OL,71,26,Active,base_nfl_roster,,
2044,Ravens,,Tylan Wallace,WR,WR,71,26,Active,base_nfl_roster,,
2044,Ravens,,Broderick Washington,DT,IDL,71,28,Active,base_nfl_roster,,
2044,Ravens,,Nick Moore,LS,LS,70,32,Active,base_nfl_roster,,
2044,Ravens,,LaJohntay Wester,WR,WR,70,23,Active,base_nfl_roster,,
2044,Ravens,,Tampa,CB,CB,70,23,Active,base_nfl_roster,,
2044,Ravens,,Robert Longerbeam,CB,CB,69,24,Active,base_nfl_roster,,
2044,Ravens,,Bilhal Kone,CB,CB,69,23,Active,base_nfl_roster,,
2044,Ravens,,Rasheen Ali,HB,RB,69,24,Active,base_nfl_roster,,
2044,Ravens,,Joe Noteboom,RT,OL,69,30,Active,base_nfl_roster,,
2044,Ravens,,Charlie Kolar,TE,TE,68,26,Active,base_nfl_roster,,
2044,Ravens,,Tyler Huntley,QB,QB,68,27,Active,base_nfl_roster,,
2044,Ravens,,Aeneas Peebles,DT,IDL,67,23,Active,base_nfl_roster,,
2044,Ravens,,Corey Vinson,RT,OL,67,23,Active,base_nfl_roster,,
2044,Ravens,,Cooper Rush,QB,QB,65,31,Active,base_nfl_roster,,
2044,Ravens,,K. Martin,CB,CB,65,24,Active,base_nfl_roster,,
2044,Ravens,,C. Jones,WILL,LB,64,24,Active,base_nfl_roster,,
2044,Ravens,,C. Okoye,DT,IDL,63,23,Active,base_nfl_roster,,
2044,Ravens,,Jacob Hummel,MIKE,LB,62,26,Active,base_nfl_roster,,
2044,Ravens,2042_byu_djanovich_redg,D.Janovich,REDG,EDGE,81,23,Active,dynasty_player,BYU,
2044,Ravens,2042_clemson_epayne_c,E.Payne,C,OL,87,23,Active,dynasty_player,Clemson,
2044,Ravens,2042_floridastate_pday_fs,P. Day,FS,S,87,23,Active,dynasty_player,Florida State,Nick
2044,Ravens,2042_miami_spullard_te,S.Pullard,TE,TE,92,23,Active,dynasty_player,Miami,
2044,Ravens,2042_smu_aalabi_lt,A.Alabi,LT,OL,72,23,Active,dynasty_player,SMU,
2044,Ravens,2042_stanford_jhead_hb,J.Head,HB,RB,74,23,Active,dynasty_player,Stanford,
2044,Ravens,2042_wyoming_dirving_rg,D.Irving,RG,OL,89,23,Active,dynasty_player,Wyoming,
2044,Ravens,2043_auburn_sherron_wr,S. Herron,WR,WR,86,22,Active,dynasty_player,Auburn,
2044,Ravens,2043_clemson_dwaiters_hb,D. Waiters,HB,RB,83,22,Active,dynasty_player,Clemson,
2044,Ravens,2043_nebraska_dcarraway_redg,D. Carraway,REDG,EDGE,88,22,Active,dynasty_player,Nebraska,
2044,Ravens,2043_notredamefightingirish_jstrong_sam,J. Strong,SAM,LB,77,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Ravens,2043_notredamefightingirish_jvildor_hb,J. Vildor,HB,RB,79,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Ravens,2043_oklahoma_sstjohn_sam,S. StJohn,SAM,LB,76,22,Active,dynasty_player,Oklahoma,
2044,Ravens,2043_rapidcity_fbing_hb,F. Bing,HB,RB,74,22,Active,dynasty_player,Rapid City,
2044,Bills,,Josh Allen,QB,QB,99,29,Active,base_nfl_roster,,
2044,Bills,,James Cook III,HB,RB,93,25,Active,base_nfl_roster,,
2044,Bills,,Greg Rousseau,LEDG,EDGE,88,25,Active,base_nfl_roster,,
2044,Bills,,Dion Dawkins,LT,OL,88,31,Active,base_nfl_roster,,
2044,Bills,,Joey Bosa,REDG,EDGE,86,30,Active,base_nfl_roster,,
2044,Bills,,Spencer Brown,RT,OL,85,27,Active,base_nfl_roster,,
2044,Bills,,Taron Johnson,CB,CB,84,29,Active,base_nfl_roster,,
2044,Bills,,Christian Benford,CB,CB,83,24,Active,base_nfl_roster,,
2044,Bills,,Terrel Bernard,MIKE,LB,83,26,Active,base_nfl_roster,,
2044,Bills,,Reggie Gilliam,FB,RB,83,28,Active,base_nfl_roster,,
2044,Bills,,Matt Milano,WILL,LB,83,31,Active,base_nfl_roster,,
2044,Bills,,Khalil Shakir,WR,WR,82,25,Active,base_nfl_roster,,
2044,Bills,,Ed Oliver,DT,IDL,82,27,Active,base_nfl_roster,,
2044,Bills,,Dalton Kincaid,TE,TE,81,25,Active,base_nfl_roster,,
2044,Bills,,Connor McGovern,C,OL,81,27,Active,base_nfl_roster,,
2044,Bills,,DaQuan Jones,DT,IDL,81,33,Active,base_nfl_roster,,
2044,Bills,,Cole Bishop,FS,S,80,22,Active,base_nfl_roster,,
2044,Bills,,Matt Prater,K,K,79,41,Active,base_nfl_roster,,
2044,Bills,,David Edwards,LG,OL,79,28,Active,base_nfl_roster,,
2044,Bills,,Max Hairston,CB,CB,78,22,Active,base_nfl_roster,,
2044,Bills,,Brandon Cooks,WR,WR,78,31,Active,base_nfl_roster,,
2044,Bills,,S. Thompson,WILL,LB,78,31,Active,base_nfl_roster,,
2044,Bills,,Taylor Rapp,SS,S,77,27,Active,base_nfl_roster,,
2044,Bills,,Tre'Davious White,CB,CB,77,30,Active,base_nfl_roster,,
2044,Bills,,Joshua Palmer,WR,WR,76,25,Active,base_nfl_roster,,
2044,Bills,,Dawson Knox,TE,TE,76,28,Active,base_nfl_roster,,
2044,Bills,,Mitch Wishnowsky,P,P,76,33,Active,base_nfl_roster,,
2044,Bills,,Jordan Poyer,SS,S,76,34,Active,base_nfl_roster,,
2044,Bills,,O'Cyrus Torrence,RG,OL,75,25,Active,base_nfl_roster,,
2044,Bills,,Michael Hoecht,REDG,EDGE,75,27,Active,base_nfl_roster,,
2044,Bills,,A.J. Epenesa,LEDG,EDGE,75,26,Active,base_nfl_roster,,
2044,Bills,,Keon Coleman,WR,WR,75,22,Active,base_nfl_roster,,
2044,Bills,,Ray Davis,HB,RB,75,25,Active,base_nfl_roster,,
2044,Bills,,Larry Ogunjobi,DT,IDL,75,31,Active,base_nfl_roster,,
2044,Bills,,Curtis Samuel,WR,WR,74,29,Active,base_nfl_roster,,
2044,Bills,,Dorian Williams,WILL,LB,74,24,Active,base_nfl_roster,,
2044,Bills,,Cam Lewis,SS,S,74,28,Active,base_nfl_roster,,
2044,Bills,,Ty Johnson,HB,RB,74,27,Active,base_nfl_roster,,
2044,Bills,,Tyler Bass,K,K,74,28,Active,base_nfl_roster,,
2044,Bills,,Damar Hamlin,FS,S,73,27,Active,base_nfl_roster,,
2044,Bills,,Gabe Davis,WR,WR,73,26,Active,base_nfl_roster,,
2044,Bills,,T.J. Sanders,DT,IDL,73,22,Active,base_nfl_roster,,
2044,Bills,,Landon Jackson,REDG,EDGE,73,22,Active,base_nfl_roster,,
2044,Bills,,Darnell Savage,FS,S,72,28,Active,base_nfl_roster,,
2044,Bills,,Dorian Strong,CB,CB,72,23,Active,base_nfl_roster,,
2044,Bills,,Deone Walker,DT,IDL,72,21,Active,base_nfl_roster,,
2044,Bills,,Dane Jackson,CB,CB,71,28,Active,base_nfl_roster,,
2044,Bills,,Reid Ferguson,LS,LS,71,31,Active,base_nfl_roster,,
2044,Bills,,Jordan Phillips,DT,IDL,71,32,Active,base_nfl_roster,,
2044,Bills,,Jordan Hancock,SS,S,70,22,Active,base_nfl_roster,,
2044,Bills,,Dewayne Carter,DT,IDL,70,24,Active,base_nfl_roster,,
2044,Bills,,Alec Anderson,RG,OL,66,25,Active,base_nfl_roster,,
2044,Bills,,Sedrick Van Pran-Granger,C,OL,66,23,Active,base_nfl_roster,,
2044,Bills,,Mitch Trubisky,QB,QB,64,31,Active,base_nfl_roster,,
2044,Bills,2042_kentucky_lbrown_wr,L.Brown,WR,WR,81,23,Active,dynasty_player,Kentucky,
2044,Bills,2042_lsu_gfine_wr,G.Fine,WR,WR,87,23,Active,dynasty_player,LSU,
2044,Bills,2042_northcarolina_sdora_cb,S.Dora,CB,CB,77,23,Active,dynasty_player,North Carolina,
2044,Bills,2042_ohiostate_mbody_wr,M.Body,WR,WR,80,23,Active,dynasty_player,Ohio State,
2044,Bills,2042_oklahomastate_nmancuso_wr,N.Mancuso,WR,WR,80,23,Active,dynasty_player,Oklahoma State,
2044,Bills,2042_pittsburgh_tivy_wr,T.Ivy,WR,WR,74,23,Active,dynasty_player,Pittsburgh,
2044,Bills,2042_rapidcity_jdavis_hb,J.Davis,HB,RB,84,23,Active,dynasty_player,Rapid City,
2044,Bills,2043_duke_cmontgomery_wr,C. Montgomery,WR,WR,86,22,Active,dynasty_player,Duke,
2044,Bills,2043_floridastate_lbohanon_hb,L. Bohanon,HB,RB,82,22,Active,dynasty_player,Florida State,Nick
2044,Bills,2043_georgia_pdowtin_rt,P. Dowtin,RT,OL,92,22,Active,dynasty_player,Georgia,
2044,Bills,2043_liberty_dedmond_wr,D. Edmond,WR,WR,76,22,Active,dynasty_player,Liberty,
2044,Bills,2043_liberty_jcarney_wr,J. Carney,WR,WR,83,22,Active,dynasty_player,Liberty,
2044,Bills,2043_notredamefightingirish_madams_wr,M. Adams,WR,WR,81,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Bills,2043_tennessee_jpaul_wr,J. Paul,WR,WR,80,22,Active,dynasty_player,Tennessee,
2044,Panthers,,Derrick Brown,DT,IDL,96,27,Active,base_nfl_roster,,
2044,Panthers,,Jaycee Horn,CB,CB,89,25,Active,base_nfl_roster,,
2044,Panthers,,Damien Lewis,LG,OL,85,28,Active,base_nfl_roster,,
2044,Panthers,,Rico Dowdle,HB,RB,84,27,Active,base_nfl_roster,,
2044,Panthers,,Taylor Moton,RT,OL,84,31,Active,base_nfl_roster,,
