Team,Player,Pos,OVR,Age,SPD,STR,AGI,ACC,AWR,BTK,TRK,COD,BCV
Ravens,DeAndre Hopkins,WR,79,33,89,75,87,86,68,81,59,84,89
Ravens,Rashod Bateman,WR,77,25,92,60,88,92,75,77,48,86,83
Ravens,Justice Hill,HB,77,27,90,67,88,90,81,75,66,85,81
Ravens,Jordan Stout,P,76,27,84,45,66,88,62,9,10,57,21
Ravens,Keaton Mitchell,HB,75,23,94,60,82,95,73,78,48,83,79
Ravens,Isaiah Likely,TE,75,25,83,66,81,87,61,68,67,76,82
Ravens,D. Jones,REDG,75,28,74,82,73,77,81,35,34,60,45
Ravens,Trenton Simpson,WILL,78,24,91,77,81,95,76,56,55,79,68
Ravens,Kyle Van Noy,LEDG,80,34,83,76,78,84,91,24,44,71,55
Ravens,T. Jones,DT,79,25,75,95,71,72,74,19,33,59,20
Ravens,A. Gilman,SS,79,27,87,63,88,83,87,48,48,85,67
Ravens,Malaki Starks,FS,78,21,89,63,90,91,77,60,49,91,71
Ravens,Tyler Loop,K,78,24,74,40,67,75,62,12,12,53,17
Ravens,Daniel Faalele,RG,74,25,52,90,39,46,77,37,45,38,38
Ravens,David Ojabo,REDG,72,25,87,78,84,90,64,17,27,71,27
Ravens,Adisa Isaac,REDG,72,23,81,72,77,86,73,13,26,71,24
Ravens,Brent Urban,DT,72,34,71,81,65,73,78,22,50,53,40
Ravens,Emery Jones Jr,LG,71,21,70,88,57,74,68,13,30,54,14
Ravens,Devontez Walker,WR,71,24,94,63,87,93,60,75,52,84,77
Ravens,T. Bryan,DT,71,29,77,88,75,79,69,33,53,62,34
Ravens,Andrew Vorhees,LG,71,26,65,97,51,74,72,15,25,48,15
Ravens,Tylan Wallace,WR,71,26,90,64,90,92,70,75,61,86,82
Ravens,Broderick Washington,DT,71,28,70,83,61,73,76,11,31,52,19
Ravens,Nick Moore,LS,70,32,70,70,74,74,64,20,34,67,48
Ravens,LaJohntay Wester,WR,70,23,90,62,88,91,63,71,39,92,81
Ravens,Tampa,CB,70,23,88,60,86,88,68,66,44,87,71
Ravens,Robert Longerbeam,CB,69,24,93,57,85,92,65,52,34,87,76
Ravens,Bilhal Kone,CB,69,23,91,58,87,92,66,44,28,82,70
Ravens,Rasheen Ali,HB,69,24,92,74,86,92,69,73,69,85,78
Ravens,Joe Noteboom,RT,69,30,71,87,60,75,79,11,20,53,13
Ravens,Charlie Kolar,TE,68,26,83,68,81,84,67,55,63,74,74
Ravens,Tyler Huntley,QB,68,27,85,53,85,91,66,60,38,81,74
Ravens,Aeneas Peebles,DT,67,23,73,81,64,81,69,23,26,57,29
Ravens,Corey Vinson,RT,67,23,68,81,63,70,70,14,25,52,13
Ravens,Cooper Rush,QB,65,31,73,62,70,75,66,36,32,68,50
Ravens,K. Martin,CB,65,24,92,54,85,93,54,52,29,86,60
Ravens,C. Jones,WILL,64,24,89,70,79,88,60,31,43,71,45
Ravens,C. Okoye,DT,63,23,58,89,56,61,62,15,32,46,23
Ravens,Jacob Hummel,MIKE,62,26,87,67,85,88,64,41,33,76,48
Ravens,Jay Higgins IV,MIKE,61,23,78,68,83,84,62,31,42,76,45
Ravens,C. Bullock,C,60,23,62,85,61,65,58,9,25,54,17
Ravens,K. Jackson,FS,60,23,83,65,86,83,57,51,29,82,62
Bills,Josh Allen,QB,99,29,88,81,85,91,97,86,76,82,97
Bills,James Cook III,HB,93,25,92,67,94,93,91,87,64,92,91
Bills,Greg Rousseau,LEDG,88,25,86,83,82,90,92,29,32,68,49
Bills,Dion Dawkins,LT,88,31,75,92,70,71,97,8,33,52,17
Bills,Joey Bosa,REDG,86,30,79,87,83,83,94,22,36,68,39
Bills,Spencer Brown,RT,85,27,74,91,75,80,85,24,35,57,27
Bills,Taron Johnson,CB,84,29,90,63,83,93,91,50,22,84,63
Bills,Christian Benford,CB,83,24,88,65,82,92,87,52,37,81,57
Bills,Terrel Bernard,MIKE,83,26,86,67,83,91,88,33,39,78,48
Bills,Reggie Gilliam,FB,83,28,87,81,83,90,85,61,72,77,66
Bills,Matt Milano,WILL,83,31,86,78,73,85,91,29,39,71,61
Bills,Khalil Shakir,WR,82,25,90,63,85,93,87,83,45,86,92
Bills,Ed Oliver,DT,82,27,82,89,84,85,85,20,31,70,31
Bills,Dalton Kincaid,TE,81,25,86,71,67,90,84,67,67,79,75
Bills,Connor McGovern,C,81,27,69,87,61,62,92,5,20,55,10
Bills,DaQuan Jones,DT,81,33,70,88,62,65,91,10,15,50,10
Bills,Cole Bishop,FS,80,22,91,64,84,93,79,64,49,81,64
Bills,Matt Prater,K,79,41,69,43,45,69,65,5,10,43,10
Bills,David Edwards,LG,79,28,68,82,62,69,87,36,43,53,49
Bills,Max Hairston,CB,78,22,96,59,92,93,70,50,27,93,77
Bills,Brandon Cooks,WR,78,31,93,54,89,92,76,73,41,90,87
Bills,S. Thompson,WILL,78,31,85,75,82,85,79,58,71,76,78
Bills,Taylor Rapp,SS,77,27,86,63,86,87,79,46,33,86,58
Bills,Tre'Davious White,CB,77,30,90,75,88,91,77,70,28,86,82
Bills,Joshua Palmer,WR,76,25,88,65,83,90,84,77,52,83,77
Bills,Dawson Knox,TE,76,28,86,72,84,90,76,53,72,75,73
Bills,Mitch Wishnowsky,P,76,33,84,56,71,86,58,29,24,54,20
Bills,Jordan Poyer,SS,76,34,87,66,85,88,75,30,25,82,60
Bills,O'Cyrus Torrence,RG,75,25,61,91,50,68,75,5,15,51,10
Bills,Michael Hoecht,REDG,75,27,84,83,80,86,75,36,57,67,47
Bills,A.J. Epenesa,LEDG,75,26,79,85,76,76,81,27,36,66,41
Bills,Keon Coleman,WR,75,22,87,72,87,88,73,77,52,88,84
Bills,Ray Davis,HB,75,25,88,78,86,88,74,83,81,85,82
Bills,Larry Ogunjobi,DT,75,31,74,89,71,73,80,18,33,53,26
Bills,Curtis Samuel,WR,74,29,90,64,89,92,71,77,40,84,87
Bills,Dorian Williams,WILL,74,24,89,63,79,93,74,52,48,75,58
Bills,Cam Lewis,SS,74,28,90,51,90,90,78,52,19,84,71
Bills,Ty Johnson,HB,74,27,90,64,86,89,80,76,65,84,79
Bills,Tyler Bass,K,74,28,85,40,62,81,59,5,10,55,10
Bills,Damar Hamlin,FS,73,27,88,62,86,92,75,49,42,77,66
Bills,Gabe Davis,WR,73,26,89,67,85,92,71,75,58,84,84
Bills,T.J. Sanders,DT,73,22,74,88,61,83,73,25,27,58,20
Bills,Landon Jackson,REDG,73,22,83,81,79,85,72,26,29,64,29
Bills,Darnell Savage,FS,72,28,92,59,85,90,75,54,38,84,73
Bills,Dorian Strong,CB,72,23,89,60,96,91,67,45,23,92,71
Bills,Deone Walker,DT,72,21,61,82,70,73,76,24,26,62,32
Bills,Dane Jackson,CB,71,28,88,54,86,88,75,56,35,88,70
Bills,Reid Ferguson,LS,71,31,73,65,63,70,68,43,46,62,45
Bills,Jordan Phillips,DT,71,32,72,87,60,68,80,21,42,51,38
Bills,Jordan Hancock,SS,70,22,91,60,82,94,73,45,25,81,70
Bills,Dewayne Carter,DT,70,24,73,82,57,78,73,43,25,56,40
Bills,P. Mathis,DT,69,27,63,89,56,69,68,20,34,50,25
Bills,Stefon Franklin Jr,FS,69,29,86,66,84,88,73,49,39,79,68
Bills,Joe Andreessen,MIKE,69,25,84,77,77,89,66,42,42,80,50
Bills,Javon Solomon,LEDG,69,24,82,77,75,84,70,24,39,64,46
Bills,Tyrell Shavers,WR,69,26,91,55,79,88,73,75,39,83,79
Bills,Jackson Hawes,TE,68,24,78,72,73,86,71,60,66,71,68
Bills,Alec Anderson,RG,66,25,60,85,49,56,68,23,32,46,28
Bills,Sedrick Van Pran-Granger,C,66,23,66,82,69,73,78,9,23,53,15
Bills,Chase Lundt,RT,65,23,69,82,62,74,72,13,24,56,25
Bills,Ryan Van Demark,LT,64,27,63,83,66,75,69,5,21,58,10
Bills,Mitch Trubisky,QB,64,31,84,71,86,85,52,69,53,82,83
Bills,Baylon Spector,SAM,63,26,86,67,84,91,63,53,47,79,64
Bills,Tylan Grable,LT,63,25,74,81,73,81,68,34,58,65,52
Bills,Keleki Latu,TE,62,23,76,67,81,87,62,62,59,73,64
Panthers,Derrick Brown,DT,96,27,73,98,70,76,97,38,60,58,53
Panthers,Jaycee Horn,CB,89,25,92,65,88,93,90,54,36,89,71
Panthers,Damien Lewis,LG,85,28,68,89,55,65,88,5,40,47,15
Panthers,Rico Dowdle,HB,84,27,88,75,86,90,85,87,83,88,89
Panthers,Taylor Moton,RT,84,31,69,88,62,65,96,10,29,56,23
Panthers,Tetairoa McMillan,WR,83,22,89,76,90,91,88,78,58,88,87
Panthers,Chuba Hubbard,HB,81,26,92,73,88,92,79,84,76,86,87
Panthers,Tre'von Moehrig,FS,81,26,90,64,82,90,86,51,42,81,64
Panthers,Robert Hunt,RG,81,29,66,89,60,58,90,27,36,51,28
Panthers,Ikem Ekwonu,LT,80,24,75,93,57,78,81,17,28,56,16
Panthers,Bryce Young,QB,78,24,87,54,84,89,75,69,32,88,80
Panthers,JJ Jansen,LS,78,39,63,70,66,70,71,20,24,59,20
Panthers,A'Shawn Robinson,DT,77,30,65,85,57,68,84,13,33,52,21
Panthers,Ryan Fitzgerald,K,76,25,72,53,58,71,61,13,12,50,13
Panthers,Brandon Christensen,LT,76,28,74,88,70,78,73,11,30,55,16
Panthers,D.J. Wonnum,REDG,76,27,82,82,76,81,80,22,39,67,40
Panthers,Jonathon Brooks,HB,76,22,90,70,90,91,68,79,81,88,81
Panthers,Austin Corbett,LG,76,29,69,85,57,70,82,7,23,51,15
Panthers,Nick Scott,SS,75,30,90,64,82,93,77,60,50,82,73
Panthers,Nick Scourton,LEDG,75,21,82,83,81,90,76,29,33,73,35
Panthers,Jalen Coker,WR,75,23,91,63,79,92,78,73,51,77,78
Panthers,Cade Mays,C,74,26,64,82,60,69,77,7,20,55,11
Panthers,Broderick Brown III,DT,74,25,72,86,63,79,73,14,39,61,22
Panthers,Tershawn Wharton,DT,74,27,79,87,72,83,77,17,35,60,16
Panthers,Isaiah Simmons,FS,74,27,91,73,84,91,73,43,39,78,69
Panthers,Trevin Wallace,MIKE,74,22,89,70,81,88,73,50,67,75,64
Panthers,Xavier Legette,WR,74,24,93,73,89,93,67,78,59,86,83
Panthers,Sam Martin,P,74,35,76,46,55,71,63,10,10,50,15
Panthers,Cherelus Rozeboom,WILL,73,28,82,67,77,86,83,30,37,70,47
Panthers,Tommy Tremble,TE,72,25,86,75,80,89,75,55,66,73,68
Panthers,Patrick Jones II,LEDG,72,26,77,78,72,86,77,23,27,65,28
Panthers,Princely Umanmielen,REDG,72,23,82,79,80,89,68,24,25,69,31
Panthers,Travis Etienne,HB,71,21,92,69,79,93,68,80,82,81,81
Panthers,D.J. Moore,WR,71,30,88,74,82,86,78,76,56,76,78
Panthers,D'Shawn Jamison,CB,71,26,93,61,84,93,70,53,33,83,64
Panthers,A.J. Evans,CB,71,26,90,65,81,93,69,45,38,86,54
Panthers,Travis Gibson,REDG,71,28,82,79,78,86,69,18,32,70,30
Panthers,Krys Barnes,MIKE,70,27,85,71,81,86,72,40,50,73,52
Panthers,Yosh Nijman,RT,70,29,73,87,70,76,83,5,19,57,10
Panthers,Lannden Zanders,SS,70,23,86,66,83,91,70,54,47,80,66
Panthers,Cam Jackson,DT,70,23,67,87,60,70,69,24,33,54,20
Panthers,Ja'Tavion Sanders,TE,70,22,83,67,79,90,75,70,67,75,78
Panthers,Andy Dalton,QB,70,37,74,54,73,67,72,47,23,70,63
Panthers,Claudin Cherelus,SAM,69,26,87,70,70,85,73,42,50,71,55
Panthers,Rochell,CB,69,27,92,55,91,92,69,44,35,90,65
Panthers,Mitchell Evans,TE,69,22,81,73,79,85,68,67,67,70,72
Panthers,Brycen Tremayne,WR,68,25,87,68,87,90,69,71,44,83,78
Panthers,L.J. Ray,DT,67,27,68,83,62,70,69,24,35,64,39
Panthers,Jimmy Horn Jr,WR,67,22,91,61,83,91,69,70,32,85,79
Panthers,Tarron Jackson,LEDG,66,26,84,77,78,91,63,44,50,72,53
Panthers,Jordan Mitchell,TE,65,26,84,70,76,87,65,57,63,69,70
Panthers,Chau Smith-Wade,CB,65,24,85,55,77,91,65,52,29,85,66
Panthers,Chandler Zavala,RG,64,26,66,88,65,72,64,21,33,57,22
Panthers,Jakai Clark,RG,64,27,57,81,50,60,72,7,25,52,15
Panthers,Jaden Crumedy,DT,64,25,77,84,59,81,61,16,33,59,20
Panthers,Bam Martin-Scott,WILL,63,25,85,74,75,88,59,33,43,69,41
Panthers,Nick Samac,C,62,24,65,84,64,72,70,30,35,54,32
Panthers,Michael Njongmeta,MIKE,62,24,80,66,73,84,64,23,30,65,27
Packers,Micah Parsons,REDG,98,26,90,91,90,95,97,57,62,77,71
Packers,X. McKinney,SS,92,26,88,67,87,90,94,38,37,85,62
Packers,J. Jacobs,HB,91,27,90,83,86,90,89,94,90,83,93
Packers,Z. Tom,RT,87,26,74,81,74,84,90,20,23,60,24
Packers,J. Love,QB,87,26,84,62,77,86,88,53,51,71,77
Packers,E. Jenkins,C,86,29,74,89,63,73,91,11,29,55,15
Packers,T. Kraft,TE,85,24,88,76,82,89,90,77,75,76,89
Packers,R. Gary,LEDG,84,27,85,83,78,88,91,20,24,71,27
Packers,J. Reed,WR,80,25,94,58,89,94,76,75,36,91,89
Packers,Q. Walker,WILL,80,25,88,75,86,90,75,53,52,73,67
Packers,N. Hobbs,CB,80,26,91,65,88,92,82,51,34,86,70
Packers,E. Cooper,MIKE,80,23,89,72,80,92,78,51,53,78,64
Packers,R. Walker,LT,79,25,64,87,62,73,79,15,30,57,25
Packers,C. Watson,WR,79,26,97,65,85,95,81,74,47,86,85
Packers,R. Doubs,WR,79,25,92,60,85,94,82,71,35,83,80
Packers,D. Wyatt,DT,78,27,80,86,69,88,83,25,50,60,31
Packers,I. McDuffie,SAM,78,26,87,73,75,89,76,54,71,68,73
Packers,K. Nixon,CB,78,28,93,54,80,91,81,52,45,77,72
Packers,M. Golden,WR,78,22,95,61,92,97,75,73,40,91,82
Packers,C. Valentine,CB,77,23,91,49,88,94,77,56,32,89,63
Packers,L. Van Ness,LEDG,76,24,86,81,83,91,72,23,45,73,35
Packers,D. Wicks,WR,76,24,89,60,87,88,80,75,46,86,84
Packers,T. Diggs,CB,76,27,91,69,86,89,77,53,41,86,70
Packers,E. Williams,FS,76,24,86,62,81,90,74,63,51,85,65
Packers,J. Bullard,SS,75,22,89,70,85,91,74,68,44,89,69
Packers,B. McManus,K,75,34,76,56,70,76,63,15,10,57,22
Packers,D. Whelan,P,74,26,78,57,57,79,57,9,12,50,14
Packers,J. Morgan,RG,74,24,71,87,62,80,76,18,29,56,19
Packers,E. Wilson,HB,73,26,90,72,82,93,78,78,79,81,80
Packers,A. Banks,LG,73,27,60,87,60,58,83,5,23,50,10
Packers,B. Melton,WR,72,26,94,65,90,93,63,75,60,91,78
Packers,K. Enagbare,REDG,72,25,77,83,67,83,73,21,38,63,27
Packers,M. Lloyd,HB,72,24,90,73,88,92,73,79,71,87,77
Packers,S. Rhyan,LG,71,26,64,84,66,73,76,27,31,59,31
Packers,M. Willis,QB,71,26,90,72,92,93,59,77,69,89,88
Packers,K. Brooks,DT,70,25,70,84,67,79,74,14,26,47,19
Packers,L. Musgrave,TE,70,24,89,75,82,90,65,56,63,71,66
Packers,C. Oliver,REDG,70,22,87,77,82,91,66,33,41,75,49
Packers,B. Sorrell,REDG,70,22,83,82,80,85,71,28,28,73,36
Packers,A. Belton,LT,70,24,64,86,59,68,74,11,31,55,22
Packers,S. Williams,WR,70,23,90,71,86,90,75,75,59,84,85
Packers,C. Wooden,DT,69,24,79,78,68,87,72,35,40,66,36
Packers,J. Whyle,TE,69,25,83,71,83,85,70,60,66,71,77
Packers,J. Keeney-James,WR,68,25,91,63,87,93,62,71,45,88,76
Packers,C. Brooks,HB,68,25,89,71,81,88,69,78,78,78,78
Packers,J. Riley,DT,68,27,63,88,47,61,65,13,40,51,22
Packers,D. Kinnard,RT,68,25,62,86,50,72,60,17,31,49,12
Packers,K. Oladapo,SS,67,24,86,68,79,89,62,55,57,78,59
Packers,K. Hadden,CB,67,24,87,65,81,94,64,64,47,81,65
Packers,S. Bartholomew,CB,67,25,91,60,79,93,71,52,33,77,68
Packers,B. Cox,LEDG,66,25,78,81,65,88,64,29,47,66,45
Packers,D. Ridder,QB,66,26,88,64,79,90,54,56,45,81,82
Packers,Z. Anderson,FS,66,28,90,59,90,89,60,35,40,84,53
Packers,N. Niemann,MIKE,66,27,88,71,86,90,66,33,37,73,45
Packers,N. Stackhouse,DT,66,23,67,85,63,70,66,17,32,52,21
Packers,W. Brinson,DT,66,23,70,83,65,75,66,21,32,59,33
Packers,J. Simpson,FS,66,25,90,53,83,92,60,67,41,80,71
Packers,T. Hopper,WILL,66,24,83,66,77,87,73,21,44,71,42
Packers,J. Monk,C,65,24,69,83,67,76,72,5,15,57,10
Packers,D. Jennings,RG,64,25,72,86,65,73,65,36,40,57,40
Packers,T. Glover,RT,64,25,63,86,50,69,69,11,21,51,10
Packers,A. Mosby,REDG,63,26,82,76,67,86,58,44,42,62,50
Packers,J. Ford,DT,63,26,57,84,52,66,65,25,35,47,23
Packers,J. FitzPatrick,TE,63,25,80,79,67,83,70,50,60,63,61
Packers,K. Welch,MIKE,63,27,85,75,78,84,63,48,43,69,71
Packers,J. Williams,RG,63,23,67,87,54,71,65,8,27,57,11
Packers,J. Baldwin,FS,63,23,89,59,80,93,60,52,39,81,62
Packers,M. Orzech,LS,61,30,78,73,76,77,59,15,29,71,43
Packers,L. Smith,C,60,27,66,83,53,71,68,33,37,53,32
Colts,J. Taylor,HB,96,26,94,82,86,94,96,96,88,86,96
Colts,Q. Nelson,LG,94,29,70,97,67,67,98,11,37,57,16
Colts,D. Buckner,DT,91,31,76,90,80,77,94,13,45,65,38
Colts,S. Gardner,CB,90,25,93,65,91,94,86,61,36,91,72
Colts,C. Ward Sr,CB,88,29,90,65,85,86,95,63,63,84,66
Colts,B. Raimann,LT,86,27,71,92,72,80,87,33,34,60,46
Colts,K. Moore II,CB,86,30,91,61,88,91,91,51,53,89,48
Colts,G. Stewart,DT,85,31,73,91,58,72,88,12,34,49,25
Colts,A. Pierce,WR,84,25,93,67,79,94,88,70,40,83,75
Colts,C. Bynum,SS,84,27,86,66,83,89,85,43,28,87,72
Colts,M. Pittman Jr,WR,84,27,89,71,84,87,95,78,68,83,83
Colts,T. Warren,TE,83,23,84,80,85,88,85,69,68,77,80
Colts,T. Bortolini,C,83,23,74,88,78,82,89,6,10,70,10
Colts,R. Sanchez,P,83,30,70,51,62,71,71,14,21,51,28
Colts,B. Smith,RT,82,29,67,92,58,69,91,8,29,52,17
Colts,N. Cross,FS,81,23,92,67,87,96,79,52,48,82,65
Colts,G. Pratt,WILL,81,29,88,76,79,88,85,53,34,74,55
Colts,L. Latu,LEDG,81,24,84,77,81,88,83,39,25,72,36
Colts,J. Downs,WR,80,24,90,51,91,93,82,71,33,90,82
Colts,Z. Franklin,MIKE,79,29,84,80,80,89,81,21,37,72,41
Colts,L. Rhodes,LS,79,32,80,80,75,81,65,25,45,70,52
Colts,D. Jones,QB,78,28,87,67,83,87,78,71,55,75,89
Colts,N. Gallimore,DT,72,28,80,80,71,82,74,12,27,63,26
Colts,C. Wormley,DT,72,31,76,83,76,83,64,14,39,59,27
Colts,A. Abdullah,HB,72,32,89,68,86,91,76,74,57,86,76
Colts,J. Walley,CB,71,22,92,55,83,91,66,57,41,82,78
Colts,M. Alie-Cox,TE,71,31,82,70,73,81,67,62,66,64,63
Colts,J. Carlies,WILL,70,23,89,72,83,90,73,35,45,71,43
Colts,C. Mitchell,CB,70,23,90,61,87,93,68,54,31,89,70
Colts,R. Thomas II,SS,70,26,89,61,83,92,70,47,40,87,57
Colts,D. Giddens,HB,70,22,91,70,77,92,69,80,80,80,82
Colts,A. Adebawore,DT,69,24,89,84,79,92,69,12,33,73,24
Colts,A. Richardson Sr,QB,69,23,91,73,88,92,51,79,78,87,91
Colts,K. Paye,REDG,77,26,84,86,88,85,72,38,53,74,53
Colts,M. Blackmon,CB,76,26,90,55,90,95,73,57,25,89,71
Colts,P. Rivers,QB,76,43,59,60,57,65,95,31,20,57,45
Colts,S. Ebukam,LEDG,76,30,84,83,79,88,70,26,52,67,46
Colts,M. Goncalves,RG,75,24,66,84,54,71,78,10,20,51,10
Colts,J. Tuimoloau,REDG,74,22,80,82,77,87,75,27,31,71,41
Colts,S. Shrader,K,74,26,67,42,60,65,58,10,14,51,15
Colts,B. Grupe,K,73,26,76,28,64,75,59,14,11,52,23
Colts,J. Jones,CB,73,23,89,62,87,93,75,63,48,81,72
Colts,T. Lewis,LEDG,73,30,80,83,74,87,69,25,26,66,36
Colts,A. Dulin,WR,72,28,92,61,88,92,74,73,47,81,80
Colts,D. Pinter,C,66,29,74,82,60,75,74,31,35,56,33
Colts,C. Lammons,CB,66,29,90,55,81,92,62,37,22,83,48
Colts,A. Ajiake,WILL,66,25,86,65,79,90,61,39,43,80,45
Colts,S. Olubi,MIKE,65,25,90,66,82,91,61,44,48,79,51
Colts,B. Freeland,LT,65,24,73,83,72,81,66,49,51,55,52
Colts,W. Mallory,TE,65,26,87,72,77,89,66,64,64,73,79
Colts,E. Johnson II,DT,65,27,77,79,65,80,69,15,30,59,18
Colts,B. Johnson,MIKE,65,26,86,75,76,87,66,37,48,72,47
Colts,H. Wohler,FS,65,22,87,63,92,90,62,49,44,83,64
Colts,J. Bullock,WILL,65,24,85,69,79,85,64,39,45,70,45
Colts,D. Tucker,LG,65,25,66,82,63,62,63,5,15,57,10
Colts,D. Montgomery,WR,64,28,90,53,91,92,57,67,53,79,78
Colts,R. Lowery III,FS,63,23,91,61,83,91,58,51,36,86,61
Colts,L. Tenuta,RT,62,26,59,81,60,64,70,11,25,55,15
Colts,S. Ahmed,HB,69,26,91,62,83,91,68,77,61,81,77
Colts,A. Gould,WR,69,24,94,47,86,95,58,67,27,89,74
Colts,G. Odum,SS,69,31,90,69,82,91,70,33,45,79,53
Colts,D. Scott,FS,68,26,91,67,91,93,64,55,42,86,67
Colts,T. Goodson,HB,68,24,92,57,88,92,65,73,50,84,73
Colts,J. Phillips,SAM,68,26,82,73,71,85,64,31,35,72,41
Colts,L. Treadwell,WR,68,30,85,70,81,86,72,72,57,76,80
Colts,J. Travis,LT,68,23,68,88,57,70,68,11,26,50,14
Colts,R. Leonard,QB,67,22,86,70,84,83,60,72,58,83,81
Colts,J. Edwards,CB,67,23,92,59,83,90,63,49,28,77,65
Colts,D. Ogletree,TE,66,27,82,74,77,86,68,61,69,67,62
Texans,W. Anderson Jr,LEDG,94,23,87,90,86,90,97,32,48,75,57
Texans,D. Stingley Jr,CB,92,24,93,63,94,93,95,65,45,92,78
Texans,D. Hunter,REDG,92,30,88,82,83,88,97,24,44,71,35
Texans,N. Collins,WR,89,26,94,67,89,92,89,87,64,82,90
Texans,J. Mixon,HB,88,29,92,82,89,91,82,88,85,88,95
Texans,K. Lassiter,CB,87,22,92,52,94,90,91,65,27,88,70
Texans,J. Pitre,CB,86,26,90,62,91,93,90,52,35,89,72
Texans,D. Schultz,TE,84,29,82,76,79,84,89,63,68,73,76
Texans,A. Al-Shaair,MIKE,83,28,86,77,78,87,88,22,37,72,33
Texans,K. Fairbairn,K,81,31,79,39,64,82,69,15,10,53,15
Texans,S. Rankins,DT,81,31,72,87,71,72,94,13,33,58,26
Texans,J. Ward,SS,81,34,89,54,84,88,83,34,61,80,62
Texans,T. Howard,RT,80,29,73,85,60,68,85,37,45,52,47
Texans,C. Bullock,FS,80,22,90,54,87,92,78,70,41,88,76
Texans,N. Chubb,HB,80,29,88,86,82,88,85,82,84,80,85
Texans,T. Dell,WR,79,25,92,50,90,94,74,72,28,93,86
Texans,W. Marks,HB,79,24,88,70,84,88,82,83,78,84,86
Texans,T. Brown,RT,79,32,69,91,53,59,78,5,35,51,15
Texans,T. Townsend,P,78,28,81,43,64,84,64,12,10,57,10
Texans,C. Kirk,WR,78,28,90,65,88,92,79,72,46,86,85
Texans,C. Stroud,QB,77,23,82,61,80,87,74,54,31,75,76
Texans,E. Ingram,RG,77,26,72,87,55,82,77,15,26,50,20
Texans,J. Higgins,WR,77,22,89,67,83,92,79,75,56,81,82
Texans,D. Autry,REDG,76,35,74,86,68,72,85,10,25,63,19
Texans,H. To'oTo'o,SAM,75,24,85,65,81,92,79,59,59,73,67
Texans,T. Togiai,DT,75,25,71,91,72,72,68,27,36,62,30
Texans,E. Speed,WILL,75,30,88,74,83,88,73,52,26,74,60
Texans,F. Fatukasi,DT,75,30,66,91,67,70,74,10,17,57,16
Texans,X. Hutchinson,WR,73,25,88,62,86,89,77,75,52,83,85
Texans,J. Noel,WR,73,22,93,66,89,94,68,70,47,86,83
Texans,J. Watson,WR,73,30,90,69,80,92,79,70,57,79,72
Texans,T. Settle Jr,DT,73,28,69,88,56,66,74,16,39,50,23
Texans,D. Barnett,LEDG,73,29,77,85,74,75,75,47,53,62,41
Texans,M. Edwards Jr,DT,72,31,75,88,66,70,73,10,25,59,15
Texans,J. Ingram,CB,72,27,90,68,82,93,75,62,40,83,67
Texans,C. Harris,WILL,72,24,90,69,84,93,72,37,45,82,51
Texans,B. Berrios,WR,72,29,90,55,90,89,72,71,34,86,81
Texans,J. Andrews,C,71,25,67,87,56,72,75,30,35,54,32
Texans,D. Clark,WILL,71,25,90,67,80,89,67,44,40,74,52
Texans,A. Ersery,LT,71,23,72,85,58,76,74,16,31,50,19
Texans,J. Jordan,HB,71,26,88,63,85,90,72,76,68,81,81
Texans,J. Scruggs,RG,70,25,65,87,60,74,75,15,25,58,10
Texans,J. Patterson,C,70,26,61,83,54,71,79,14,27,52,22
Texans,H. Bryant,TE,70,27,83,71,77,86,70,66,71,74,75
Texans,J. Smith,CB,70,21,91,54,86,86,72,46,28,85,74
Texans,B. Fisher,RT,70,22,66,83,59,69,63,9,23,56,15
Texans,M. Stewart Jr,SS,70,29,88,66,84,88,68,56,36,79,63
Texans,B. Jordan,TE,68,25,86,73,83,89,59,74,67,76,82
Texans,M. Bryant,SS,68,27,91,52,88,87,71,50,27,91,70
Texans,J. Reed,FS,68,22,89,67,85,92,65,49,41,84,61
Texans,T. Smith,CB,68,29,91,58,83,94,68,57,43,84,70
Texans,D. Ogunbowale,HB,68,31,88,71,82,86,76,75,49,83,75
Texans,B. Brooks,FB,68,25,86,78,81,89,61,65,69,74,68
Texans,D. Horton,LEDG,67,25,81,73,70,82,68,27,44,65,48
Texans,K. Hinish,DT,67,26,70,88,67,78,65,19,33,63,28
Texans,C. Stover,TE,67,25,84,74,70,88,69,68,67,70,73
Texans,J. Kingston,LG,67,25,72,90,66,77,62,10,25,64,25
Texans,D. Mills,QB,66,26,78,56,76,75,67,38,33,75,55
Texans,K. Hamilton,DT,66,22,72,85,68,79,57,38,36,62,44
Texans,J. Hill,MIKE,66,24,91,65,78,89,63,52,48,75,57
Texans,N. Jones,DT,65,27,61,82,57,56,73,19,45,53,25
Texans,A. Brinkman,LS,65,23,70,65,66,76,50,25,25,60,31
Texans,J. Hansen,WILL,64,27,81,71,76,85,65,43,42,72,48
Texans,A. Huzzie,CB,64,24,93,64,67,94,65,32,32,60,39
Texans,A. Carter,CB,64,25,88,66,85,93,58,51,23,78,63
Texans,G. Mertz,QB,60,24,77,60,78,75,52,54,35,77,53
49ers,D. Luter Jr,CB,69,25,90,50,87,92,65,64,36,79,69
49ers,C. West,DT,69,23,74,84,64,77,67,23,29,53,22
49ers,J. Watkins,WR,69,23,93,66,82,93,68,70,45,83,77
49ers,J. Weeks,LS,69,39,69,69,68,71,68,20,33,60,33
