DraftYear,DraftRank,Player,CollegeTeam,Pos,PosBucket,Class,OVR,SPD,ACC,AGI,COD,STR,AWR,DraftValueScore,DraftRound
2042,283,D.Hood,Washington,CB,CB,SR (RS),87,91,99,93,99,62,80,98.04,7
2042,284,E.Brink,Arizona,WR,WR,SR (RS),87,89,96,97,90,67,84,97.96,7
2042,285,B.Shimonek,Notre Dame,WR,WR,SR,87,87,93,96,93,59,79,97.94,7
2042,286,C.Stanzi,Oklahoma State,CB,CB,SR (RS),87,88,91,85,99,69,83,97.52,7
2042,287,K.Battle,Nebraska,WR,WR,SR (RS),87,91,93,97,93,69,77,97.48,7
2042,288,C.Pettigrew,Baylor,WR,WR,SR (RS),87,87,89,96,93,75,76,97.04,7
2042,289,M.Spitz,Maryland,REDG,EDGE,SR (RS),87,84,90,85,69,83,88,96.26,7
2042,290,G.Vaughns,Miami,LEDG,EDGE,SR (RS),87,86,90,88,68,85,81,95.48,7
2042,291,M.Merrick,Baylor,FS,S,SR,87,88,92,82,86,49,87,94.74,7
2042,292,J.Lyles,Rapid City,FS,S,SR (RS),87,88,91,90,92,66,81,94.28,7
2042,293,K.Iwuchukwu,USC,RG,OL,SR (RS),87,61,75,86,73,87,89,93.89,7
2042,294,A.Duke,Michigan State,RG,OL,SR (RS),87,59,81,81,66,85,87,93.82,7
2042,295,M.Tye,Kentucky,RT,OL,SR (RS),87,65,79,85,77,99,82,93.74,7
2042,296,C.Augustine,Panama City,HB,RB,SR,87,92,96,88,86,80,79,93.66,7
2042,297,D.Lacy,Rapid City,C,OL,SR,87,77,86,79,63,93,77,93.66,7
2042,298,R.Wren,Texas,RG,OL,SR (RS),87,54,80,89,79,80,87,93.55,7
2042,299,J.Moeung,Rapid City,FS,S,SR (RS),87,88,89,86,79,77,81,93.52,7
2042,300,K.Rowe,Iowa,HB,RB,SR (RS),87,82,86,90,90,75,89,93.4,7
2042,301,A.Calcaterra,TCU,HB,RB,SR (RS),87,83,93,94,85,81,84,93.28,7
2042,302,J.Head,Stanford,HB,RB,SR,87,86,88,88,83,78,81,93.14,7
2042,303,J.Bulaga,Oregon,RT,OL,SR (RS),87,58,75,79,66,84,83,93,7
2042,304,B.Kelemete,Western Michigan,DT,IDL,SR (RS),87,64,74,58,80,91,87,92.77,7
2042,305,H.Friesz,Rutgers,LG,OL,SR (RS),87,59,85,88,78,87,76,92.71,7
2042,306,A.Kalu,Rapid City,HB,RB,SR (RS),87,79,85,84,82,86,89,92.68,7
2042,307,M.Butcher,Tulsa,RT,OL,SR (RS),87,74,83,81,52,97,69,92.2,7
2042,308,S.Gizzi,Rutgers,MIKE,LB,SR,87,81,88,84,79,76,84,91.85,7
2042,309,D.Doucet,Miami,MIKE,LB,SR (RS),87,84,94,90,90,77,85,91.8,7
2042,310,M.Higbee,Kentucky,MIKE,LB,SR (RS),87,81,85,80,77,88,81,91.39,7
2042,311,P.McAlister,Texas,WILL,LB,SR (RS),87,81,93,89,82,76,82,91.33,7
2042,312,T.Tripucka,Panama City,WILL,LB,SR (RS),87,81,90,77,82,87,79,91.32,7
2042,313,R.Montez,Stanford,P,P,SR (RS),87,68,69,73,57,32,84,87.29,7
2042,314,M.Curl,Oregon,WR,WR,SR (RS),86,96,99,92,87,84,88,97.58,7
2042,315,J.Cuevas,Arizona,CB,CB,SR,86,95,98,93,97,60,77,97.56,7
2042,316,J.Butler,Notre Dame,WR,WR,SR (RS),86,92,91,92,89,68,88,97.18,7
2042,317,J.Friend,Navy,WR,WR,SR,86,88,91,99,91,68,78,97.08,7
2042,318,O.Buggs,Kentucky,CB,CB,SR (RS),86,92,92,88,99,59,83,97.06,7
2042,319,J.Udoh,Arizona State,CB,CB,SR (RS),86,89,94,91,98,66,81,96.94,7
2042,320,J.Bryant,Oklahoma State,QB,QB,SR (RS),86,90,89,92,88,61,87,96.72,7
2042,321,F.Balkissoon,Wake Forest,WR,WR,SR (RS),86,85,88,95,95,79,81,96.58,7
2042,322,K.Hoag,Rice,CB,CB,SR,86,88,92,92,94,56,71,96.4,7
2042,323,G.Cribbs,Arkansas State,WR,WR,SR (RS),86,87,90,85,87,74,85,96.34,7
2042,324,V.Bada,Rice,WR,WR,SR (RS),86,92,91,89,86,61,79,96.22,7
2042,325,R.Burfict,Iowa,WR,WR,SR (RS),86,89,95,93,81,73,79,96.22,7
2042,326,A.Smith,Ohio State,CB,CB,SR,86,88,92,91,90,53,71,96.2,7
2042,327,E.Tasker,Iowa,QB,QB,SR (RS),86,88,88,89,91,73,83,96.04,7
2042,328,A.Carmichael,Navy,QB,QB,SR (RS),86,87,92,95,90,52,78,95.87,7
2042,329,R.Falah,Virginia Tech,WR,WR,SR (RS),86,85,85,90,86,66,73,95.26,7
2042,330,M.Silatolu,USC,REDG,EDGE,SR (RS),86,88,91,82,66,84,79,94.45,7
2042,331,G.Sanchez,Ohio State,REDG,EDGE,SR (RS),86,84,88,82,68,84,77,94.06,7
2042,332,J.Dzubnar,Washington,LEDG,EDGE,SR (RS),86,75,80,79,71,89,78,94.05,7
2042,333,A.Roosevelt,Auburn,RG,OL,SR,86,61,80,88,69,88,87,93.63,7
2042,334,D.Atkins,USC,SS,S,SR (RS),86,94,94,87,99,64,73,93.38,7
2042,335,L.Taumoepenu,Pittsburgh,RG,OL,SR (RS),86,64,79,88,74,94,83,92.86,7
2042,336,M.Hunter,North Texas,HB,RB,SR (RS),86,89,98,89,92,72,79,92.62,7
2042,337,D.Vernon,UCLA,LG,OL,SR (RS),86,64,78,93,77,88,83,92.54,7
2042,338,L.Burr,Navy,HB,RB,SR (RS),86,98,95,90,88,66,76,92.5,7
2042,339,T.Salaaam,Baylor,FS,S,SR (RS),86,86,79,77,74,77,87,92.18,7
2042,340,T.Ahmed,Tennessee,HB,RB,SR (RS),86,89,88,94,92,71,76,92.18,7
2042,341,E.Webb,Navy,RT,OL,SR (RS),86,55,73,85,66,85,81,91.92,7
2042,342,L.Udoh,UCLA,HB,RB,SR (RS),86,86,89,77,78,89,88,91.82,7
2042,343,G.Guillermo,North Texas,RG,OL,SR (RS),86,60,81,81,53,95,71,91.49,7
2042,344,R.Gaskin,Iowa,RT,OL,SR (RS),86,72,81,76,46,94,71,91.44,7
2042,345,A.Ivory,Missouri,RG,OL,SR,86,64,64,83,47,78,78,91.32,7
2042,346,T.Malik,Tennessee,MIKE,LB,SR (RS),86,84,89,68,76,90,84,91.25,7
2042,347,D.Levine,North Carolina,SAM,LB,SR (RS),86,90,91,78,77,80,86,91.14,7
2042,348,G.Donnerson,Arizona State,WILL,LB,SR (RS),86,80,84,84,82,82,87,91.04,7
2042,349,R.Warren,Tennessee,WILL,LB,SR (RS),86,81,90,85,79,80,85,90.97,7
2042,350,T.Boireau,Kentucky,SAM,LB,SR (RS),86,87,91,91,82,77,84,90.75,7
2042,351,J.Gammon,Wisconsin,SAM,LB,SR (RS),86,76,82,82,75,72,87,90.49,7
2042,352,S.Moon,Appalachian State,WILL,LB,SR (RS),86,86,96,92,90,68,83,90.45,7
2042,353,D.Robert,Washington,WILL,LB,SR (RS),86,81,87,82,80,80,81,90.33,7
2042,354,D.Duke,Central Michigan,SAM,LB,SR (RS),86,82,86,80,76,76,71,88.85,7
2042,355,D.Wilkes,Oklahoma State,TE,TE,SR (RS),86,81,76,86,77,87,83,88.39,7
2042,356,D.Sneed,Arizona State,TE,TE,SR,86,74,81,71,72,81,68,87.35,7
2042,357,G.Money,Rice,K,K,SR (RS),86,78,76,76,57,25,79,86.61,7
2042,358,B.College,Death Valley,WR,WR,SR,85,89,93,90,92,68,85,96.66,7
2042,359,D.Shabazz,Maryland,REDG,EDGE,SR (RS),85,79,86,80,66,87,79,93.57,7
2042,360,D.Rasmussen,Washington,RT,OL,SR (RS),85,68,83,80,70,99,80,92.11,7
2042,361,J.Stanzi,Arizona,HB,RB,SR,85,91,88,94,95,68,72,91.78,7
2042,362,D.Warmack,Minnesota,DT,IDL,SR (RS),85,59,69,59,68,94,79,90.12,7
2042,363,D.Jasmine,Rutgers,RG,OL,SR (RS),85,57,64,85,59,76,79,90.07,7
2042,364,M.Free,Kentucky,WILL,LB,SR (RS),85,90,95,80,77,72,81,89.55,7
2042,365,J.Epenesa,Wake Forest,WILL,LB,SR (RS),85,82,89,68,81,81,79,89.44,7
2042,366,I.Egboh,Arizona State,WILL,LB,SR (RS),85,83,86,90,83,78,81,89.42,7
2042,367,C.Burden,Arkansas,SAM,LB,SR (RS),85,78,86,88,81,75,79,89.03,7
2042,368,Q.Sweet,Washington,TE,TE,SR (RS),85,82,82,79,78,81,85,87.81,7
2042,369,T.Goings,NC State,TE,TE,SR (RS),85,83,77,84,74,88,71,86.81,7
2042,370,S.Johns,Duke,TE,TE,SR,85,76,79,71,73,77,70,86.57,7
2042,371,E.Chavez,Washington,P,P,SR,85,71,72,74,52,35,81,86.11,7
2042,372,L.Dorsey,Navy,P,P,SR,85,68,71,70,57,27,79,85.7,7
2042,373,J.McCrane,Baylor,K,K,SR (RS),85,70,71,70,55,39,79,85.29,7
2042,374,Z.Wolf,UCF,K,K,SR (RS),85,69,68,75,62,37,74,84.51,7
2042,375,E.Ringo,Navy,WR,WR,SR,84,86,88,97,89,68,82,95.48,7
2042,376,F.Bequette,Charlotte,WR,WR,SR (RS),84,85,84,99,90,91,82,94.9,7
2042,377,J.Everett,Liberty,WR,WR,SR (RS),84,84,91,87,80,69,81,94.18,7
2042,378,R.Boykins,East Carolina,WR,WR,SR (RS),84,86,83,89,81,74,80,93.98,7
2042,379,I.Garvin,Death Valley,HB,RB,SR,84,89,87,87,85,76,83,91.08,7
2042,380,S.Tuel,Colorado,RG,OL,SR (RS),84,53,65,80,64,83,83,90.16,7
2042,381,A.Hinton,Appalachian State,RG,OL,SR (RS),84,55,71,96,64,76,83,90.11,7
2042,382,C.Sowell,Eastern Michigan,HB,RB,SR (RS),84,82,88,79,79,80,84,89.86,7
2042,383,S.Finley,Rice,LG,OL,SR (RS),84,62,78,85,77,91,73,89.86,7
2042,384,Q.Duggan,Central Michigan,K,K,SR (RS),84,70,70,74,60,35,81,84.71,7
2042,385,J.Skaggs,Arkansas State,K,K,SR,84,71,70,75,59,26,76,84.64,7
2042,386,Q.Urban,UCF,WR,WR,SR (RS),83,89,85,92,97,83,90,94.96,7
2042,387,W.Atogwe,Rice,CB,CB,SR,83,96,97,96,95,59,72,94.86,7
2042,388,H.Zakelj,Tulsa,WR,WR,SR,83,93,92,96,95,67,74,94.7,7
2042,389,Q.Lockett,Arizona,CB,CB,SR,83,89,93,88,94,60,79,94.62,7
2042,390,G.Zamora,Houston,WR,WR,SR (RS),83,82,85,95,90,59,89,94.44,7
2042,391,D.Yost,Rutgers,WR,WR,SR (RS),83,91,94,83,78,75,88,94.12,7
2042,392,B.Gossett,Michigan State,QB,QB,SR (RS),83,81,87,86,89,54,81,93.27,7
2042,393,T.Davey,Western Michigan,REDG,EDGE,SR (RS),83,74,78,75,68,87,80,91.78,7
2042,394,K.Gibbs,Western Michigan,LEDG,EDGE,SR (RS),83,62,82,72,57,84,77,91.45,7
2042,395,C.McLendon,Arizona,LT,OL,SR (RS),83,65,83,76,46,88,76,89.55,7
2042,396,J.Weiss,Arkansas State,C,OL,SR (RS),83,55,66,79,60,83,83,89.43,7
2042,397,T.Lowell,Arizona,RT,OL,SR (RS),83,56,71,87,75,75,81,89.04,7
2042,398,C.Nienhuis,Tulsa,HB,RB,SR,83,79,85,79,77,85,80,88.94,7
2042,399,R.Hart,Duke,C,OL,SR (RS),83,70,82,83,46,96,68,88.86,7
2042,400,J.Volk,UCF,SAM,LB,SR (RS),83,81,84,80,75,74,77,87.08,7
2042,401,E.Knight,Houston,SAM,LB,SR (RS),83,71,80,82,77,72,78,86.93,7
2042,402,J.McCray,Rutgers,WILL,LB,SR (RS),83,80,86,70,76,83,70,86.7,7
2042,403,E.Herrera,Rice,P,P,SR (RS),83,71,73,71,55,33,74,83.24,7
2042,404,C.Folk,North Texas,P,P,SR (RS),83,71,71,72,57,28,71,82.8,7
2042,405,Q.Slade,Michigan State,WR,WR,SR (RS),82,88,92,99,97,92,78,93.74,7
2042,406,J.Kamara,Rutgers,CB,CB,SR (RS),82,85,89,88,97,54,79,93.14,7
2042,407,A.Dubose,Charlotte,CB,CB,SR (RS),82,86,87,80,89,55,78,92.38,7
2042,408,M.Ebiketie,Michigan State,LEDG,EDGE,SR (RS),82,77,84,82,62,92,78,91.25,7
2042,409,B.Blunt,Washington State,FS,S,SR,82,89,92,83,80,69,81,90.2,7
2042,410,D.Cole,Central Michigan,REDG,EDGE,SR (RS),82,63,73,67,56,82,71,89.41,7
2042,411,G.Bush,Eastern Michigan,C,OL,SR (RS),82,62,70,82,68,83,85,89.08,7
2042,412,T.Mast,Kansas State,C,OL,SR (RS),82,71,79,73,52,79,81,88.8,7
2042,413,S.Hatch,Kansas State,REDG,EDGE,SR (RS),82,61,75,71,56,76,65,88.48,7
2042,414,B.McGarrahan,Colorado,RG,OL,SR (RS),82,63,74,92,74,94,73,88.25,7
2042,415,B.Bowanko,Minnesota,P,P,SR,82,70,71,70,40,29,76,83.08,7
2042,416,R.Sweet,UCF,P,P,SR (RS),82,69,70,77,46,28,77,82.62,7
2042,417,C.McClellin,Central Michigan,REDG,EDGE,SR (RS),81,67,81,68,53,83,69,88.79,7
2042,418,E.Dogg,Missouri State,HB,RB,SR,81,91,91,90,86,68,75,88.5,7
2042,419,A.Awosika,Western Michigan,LT,OL,SR (RS),81,58,68,78,65,78,87,88.23,7
2042,420,E.McNown,Charlotte,LG,OL,SR (RS),81,69,78,69,52,91,69,87.02,7
2042,421,J.Flanagan,Colorado,DT,IDL,SR (RS),81,76,80,72,67,87,77,86.93,7
2042,422,J.Cave,Kansas State,RG,OL,SR (RS),81,64,76,70,41,83,71,86.81,7
2042,423,T.Buzbee,Minnesota,HB,RB,SR (RS),81,83,85,81,81,73,73,86.72,7
2042,424,J.Hali,East Carolina,MIKE,LB,SR (RS),81,83,85,85,82,75,84,86.49,7
2042,425,S.Bradshaw,Kansas State,TE,TE,SR,81,83,80,84,74,75,68,83.54,7
2042,426,E.Rosario,Arkansas State,K,K,SR,81,73,71,74,60,38,70,81.7,7
2042,427,M.Layne,Arkansas State,P,P,SR (RS),81,70,68,75,59,39,73,81.31,7
2042,428,K.Nauta,Kansas State,CB,CB,SR (RS),80,91,95,93,90,70,76,91.74,7
2042,429,C.Troup,Charlotte,WR,WR,SR (RS),80,83,84,85,88,78,74,90.42,7
2042,430,J.Cohens,Liberty,QB,QB,SR (RS),80,80,85,94,90,70,69,89.69,7
2042,431,M.Chestnut,Liberty,MIKE,LB,SR (RS),80,78,86,68,77,79,85,86.06,7
2042,432,S.Lovell,East Carolina,MIKE,LB,SR,80,87,90,87,79,83,78,86.05,7
2042,433,J.Metzelaars,Liberty,WILL,LB,SR (RS),80,82,89,87,77,72,74,84.5,7
2042,434,J.Braden,Minnesota,WR,WR,SR (RS),79,83,89,93,90,73,79,90.64,7
2042,435,J.Yates,Washington State,DT,IDL,SR (RS),79,67,80,74,60,95,79,85.99,7
2042,436,L.Poljan,Central Michigan,FS,S,SR (RS),79,83,85,77,79,59,72,85.84,7
2042,437,C.Van Dyke,Central Michigan,SAM,LB,SR (RS),79,69,80,77,70,62,77,83.23,7
2042,438,B.Vallejo,Missouri State,CB,CB,SR (RS),77,85,89,87,99,43,87,89.92,7
2042,439,G.Brady,Missouri State,LG,OL,SR (RS),77,56,87,90,61,75,83,85.34,7
2042,440,G.Boykins,Missouri State,SS,S,SR,77,87,85,80,90,66,69,85.26,7
2043,,S.Piscitelli,Alabama,TE,TE,SR,99,77,75,69,68,77,84,,
2043,,E.Williams,Alabama,QB,QB,SR (RS),97,93,90,94,94,64,91,,
2043,,D.Loyd,Alabama,WR,WR,SR (RS),93,89,96,99,97,83,84,,
2043,,M.Boone,Alabama,WR,WR,SR (RS),92,91,94,98,91,81,84,,
2043,,B.Obi,Alabama,WR,WR,SR (RS),90,88,94,86,86,83,79,,
2043,,S.Stick,Alabama,WR,WR,SR,89,94,96,91,88,73,80,,
2043,,A.Devito,Alabama,CB,CB,SR (RS),89,93,97,93,92,73,87,,
2043,,D.Augustine,Alabama,WILL,LB,SR (RS),89,90,95,83,79,84,91,,
2043,,B.Saldiveri,Alabama,LG,OL,SR (RS),88,72,87,76,56,96,68,,
2043,,J.Williams,Alabama,RT,OL,SR (RS),88,63,85,85,77,89,72,,
2043,,A.Walters,Alabaster,MIKE,LB,SR (RS),94,92,97,84,87,84,84,,
2043,,B.Freeman,Alabaster,CB,CB,SR (RS),92,99,99,99,97,62,82,,
2043,,C.Williams,Alabaster,WILL,LB,SR (RS),91,87,94,80,76,78,89,,
2043,,E.Womack,Alabaster,DT,IDL,SR (RS),91,80,84,72,67,99,84,,
2043,,D.Breida,Appalachian State,HB,RB,SR,90,87,90,95,87,70,95,,
2043,,T.Rheem,Appalachian State,SS,S,SR,89,97,98,91,96,67,82,,
2043,,I.Cherry,Appalachian State,HB,RB,SR,84,92,95,88,87,75,89,,
2043,,A.Elgin,Appalachian State,C,OL,SR (RS),84,60,86,89,89,83,80,,
2043,,L.Samia,Appalachian State,WILL,LB,SR (RS),84,89,96,78,82,84,78,,
2043,,R.Baity,Appalachian State,FS,S,SR (RS),83,84,89,82,85,56,70,,
2043,,G.Miner,Appalachian State,WR,WR,SR (RS),82,84,89,85,89,82,86,,
2043,,T.Wilkes,Appalachian State,SS,S,SR (RS),82,88,86,88,86,56,75,,
2043,,D.Carney,Arizona State,QB,QB,SR (RS),90,84,90,97,95,62,89,,
2043,,R.Dallas,Arizona State,RG,OL,SR,90,66,82,78,48,91,87,,
2043,,J.Singletary,Arizona State,WR,WR,SR (RS),86,90,96,98,96,74,73,,
2043,,M.Bush,Arizona State,TE,TE,SR,86,84,81,87,70,82,73,,
2043,,V.Incoom,Arizona State,HB,RB,SR (RS),85,81,88,90,91,79,87,,
2043,,N.Trevino,Arizona State,P,P,SR,82,71,69,72,54,27,79,,
2043,,L.Emery,Arkansas,QB,QB,SR (RS),95,84,92,90,89,63,86,,
2043,,B.Fifita,Arkansas,HB,RB,SR (RS),94,86,87,95,89,89,84,,
2043,,M.Cross,Arkansas,WR,WR,SR,92,93,92,89,93,67,76,,
2043,,T.Grubb,Arkansas,RT,OL,SR (RS),92,61,79,86,71,89,87,,
2043,,G.Tolbert,Arkansas,WR,WR,SR,88,89,96,99,96,69,76,,
2043,,J.LaRue,Arkansas,RG,OL,SR (RS),88,65,77,76,65,88,83,,
2043,,G.Shockey,Arkansas,FS,S,SR,88,91,88,87,88,60,81,,
2043,,V.Crumpler,Arkansas,TE,TE,SR (RS),87,83,78,86,68,79,62,,
2043,,R.Rossi,Auburn,QB,QB,SR (RS),99,95,97,98,98,69,90,,
2043,,S.Herron,Auburn,WR,WR,SR (RS),96,96,96,96,97,75,90,,
2043,,N.Sagapolu,Auburn,QB,QB,SR (RS),96,81,85,99,99,74,79,,
2043,,J.Toone,Auburn,WR,WR,SR,92,88,87,98,98,74,88,,
2043,,C.Toppins,Auburn,RG,OL,SR,90,60,80,98,80,92,87,,
2043,,M.Lovelace,Auburn,RG,OL,SR (RS),89,64,81,73,49,88,71,,
2043,,E.Wusu,Auburn,LT,OL,SR (RS),88,59,77,82,64,93,85,,
2043,,T.Tuttle,Ball State,LEDG,EDGE,SR (RS),91,68,77,66,72,84,86,,
2043,,C.Fritz,Ball State,MIKE,LB,SR,88,88,91,88,80,86,82,,
2043,,Z.Bradbury,Ball State,WR,WR,SR (RS),87,82,85,98,96,73,76,,
2043,,V.Whiteheart,Ball State,HB,RB,SR (RS),85,92,92,96,97,65,78,,
2043,,C.McPrescott,Ball State,REDG,EDGE,SR (RS),84,85,87,76,66,79,90,,
2043,,J.Dull,Ball State,WR,WR,SR (RS),83,84,85,96,90,70,72,,
2043,,B.Feliciano,Ball State,P,P,SR,82,70,69,71,45,38,77,,
2043,,J.Hillhouse,Baylor,RG,OL,SR,86,62,77,95,75,96,75,,
2043,,J.Yearby,Baylor,MIKE,LB,SR,86,85,92,75,80,85,79,,
2043,,C.Hawkinson,Baylor,WR,WR,SR (RS),84,89,92,83,84,66,78,,
2043,,C.Flowers,Charlotte,QB,QB,SR (RS),93,94,94,88,88,66,87,,
2043,,T.Albright,Charlotte,WR,WR,SR (RS),85,87,87,83,88,65,82,,
2043,,D.Peele,Charlotte,HB,RB,SR (RS),80,84,81,81,85,81,75,,
2043,,D.Fayad,Charlotte,DT,IDL,SR (RS),80,60,74,59,61,87,74,,
2043,,J.Lokombo,Charlotte,RG,OL,SR (RS),79,65,75,73,51,77,86,,
2043,,Q.Hardrick,Charlotte,WR,WR,SR (RS),78,83,86,86,86,69,81,,
2043,,T.Hawkins,Charlotte,SAM,LB,SR (RS),78,78,90,65,75,78,72,,
2043,,C.Surratt,Clemson,RG,OL,SR (RS),95,69,84,78,49,88,93,,
2043,,J.Kalambayi,Clemson,WR,WR,SR (RS),91,90,90,92,93,75,83,,
2043,,C.Cheridor,Clemson,P,P,SR,90,74,70,75,54,31,79,,
2043,,S.Cheek,Clemson,HB,RB,SR (RS),90,81,86,93,87,85,84,,
2043,,C.Hixon,Clemson,SAM,LB,SR,88,84,88,83,77,81,87,,
2043,,C.Skoronski,Clemson,MIKE,LB,SR (RS),88,84,91,87,81,82,83,,
2043,,T.Ibrahim,Colorado State,C,OL,SR (RS),93,68,80,82,76,86,99,,
2043,,C.Lenon,Colorado State,LEDG,EDGE,SR (RS),85,83,81,88,66,92,78,,
2043,,K.Gore,Colorado State,MIKE,LB,SR (RS),85,89,95,83,88,82,84,,
2043,,I.Rugamba,Colorado State,HB,RB,SR,84,94,94,75,76,83,83,,
2043,,D.Bowling,Colorado State,WILL,LB,SR (RS),83,81,89,79,83,82,85,,
2043,,R.Fayad,Death Valley,FS,S,SR,93,89,92,87,82,70,84,,
2043,,Q.Cloud,Death Valley,WR,WR,SR,89,90,93,99,93,75,86,,
2043,,C.Haslam,Death Valley,REDG,EDGE,SR,87,86,85,78,61,89,75,,
2043,,D.Dunsmore,Duke,QB,QB,SR (RS),86,81,89,85,87,60,94,,
2043,,G.Thrash,Duke,WR,WR,SR (RS),86,85,89,98,97,62,74,,
2043,,J.Calvin,Duke,LG,OL,SR (RS),84,65,91,90,76,83,70,,
2043,,B.Cherry,Duke,HB,RB,SR (RS),82,82,91,88,90,70,83,,
2043,,D.Haggerty,Duke,HB,RB,SR,82,86,88,84,82,59,75,,
2043,,J.Ugokwe,Eastern Michigan,DT,IDL,SR (RS),89,71,74,68,66,94,83,,
2043,,D.Hesse,Eastern Michigan,MIKE,LB,SR (RS),87,85,93,88,88,81,74,,
2043,,J.Eddy,Eastern Michigan,MIKE,LB,SR,85,87,94,75,83,79,72,,
2043,,D.Verrier,Eastern Michigan,HB,RB,SR,85,89,90,83,80,89,78,,
2043,,S.Gee,Eastern Michigan,LT,OL,SR (RS),85,69,80,93,77,91,82,,
2043,,R.Rasheed,Eastern Michigan,TE,TE,SR (RS),83,80,70,83,77,77,80,,
2043,,A.Canady,East Carolina,CB,CB,SR (RS),88,88,86,85,99,54,81,,
2043,,H.Thorne,East Carolina,RG,OL,SR (RS),83,59,73,87,63,85,76,,
2043,,G.Quick,East Carolina,HB,RB,SR (RS),82,81,85,99,99,68,77,,
2043,,M.Wint,East Carolina,C,OL,SR (RS),82,76,78,74,47,82,72,,
2043,,E.Wooleyhand,East Carolina,DT,IDL,SR,81,71,73,63,68,92,70,,
2043,,P.Dowtin,Georgia,RT,OL,SR (RS),98,64,87,93,76,92,89,,
2043,,D.Gee,Georgia,WILL,LB,SR (RS),96,92,98,83,76,85,97,,
2043,,D.Cummins,Georgia,C,OL,SR (RS),93,66,81,88,73,90,91,,
2043,,L.Ogbogu,Georgia,LT,OL,SR (RS),92,65,84,83,48,92,78,,
2043,,S.Mathieu,Georgia,DT,IDL,SR (RS),91,69,82,73,54,91,78,,
2043,,Q.Middlebrooks,Georgia,LEDG,EDGE,SR (RS),91,74,87,78,66,93,87,,
2043,,J.Rashed,Georgia,MIKE,LB,SR,91,81,91,78,81,87,85,,
2043,,A.Lundy,Georgia,CB,CB,SR,91,94,97,93,90,70,85,,
2043,,F.Capra,Georgia,RT,OL,SR (RS),90,62,86,88,71,91,91,,
2043,,L.Stumph,Georgia,TE,TE,SR,90,85,84,89,72,83,82,,
2043,,C.Funchess,Georgia,QB,QB,SR (RS),90,85,85,97,89,61,92,,
2043,,R.Butcher,Georgia,RG,OL,SR,90,70,83,90,84,98,78,,
2043,,C.Bloom,Georgia,WR,WR,SR,89,91,93,89,90,62,75,,
2043,,F.Tonyan,Georgia State,REDG,EDGE,SR (RS),89,82,85,86,62,84,92,,
2043,,L.Goodin,Georgia State,QB,QB,SR (RS),85,72,84,92,92,62,81,,
2043,,T.Jeffery,Georgia State,TE,TE,SR,84,70,75,70,67,79,78,,
2043,,T.Morris,Georgia State,CB,CB,SR (RS),81,86,90,87,99,46,82,,
2043,,R.Merling,Georgia State,CB,CB,SR (RS),80,86,90,87,99,48,77,,
2043,,F.Cheek,Georgia State,SAM,LB,SR (RS),80,76,84,64,71,73,68,,
2043,,O.Ankou,Georgia Tech,RG,OL,SR (RS),95,61,77,88,78,94,91,,
2043,,G.Jewell,Georgia Tech,DT,IDL,SR (RS),92,68,80,71,50,99,76,,
2043,,J.Dielman,Georgia Tech,LEDG,EDGE,SR (RS),91,78,83,78,70,87,83,,
2043,,M.Bull,Georgia Tech,MIKE,LB,SR,91,78,87,83,84,81,86,,
2043,,J.Gillette,Georgia Tech,REDG,EDGE,SR (RS),90,77,88,79,68,90,83,,
2043,,R.Mare,Georgia Tech,C,OL,SR (RS),89,74,88,79,54,91,80,,
2043,,M.Gado,Georgia Tech,RT,OL,SR (RS),89,63,79,82,69,90,83,,
2043,,M.Gibbs,Georgia Tech,WILL,LB,SR,88,82,92,79,83,85,81,,
2043,,D.Fine,Georgia Tech,SS,S,SR,87,92,90,89,90,67,78,,
2043,,C.Mumphrey,Hammond,DT,IDL,SR,91,78,84,73,61,94,87,,
2043,,F.Jones,Hammond,WILL,LB,SR,90,90,93,91,86,81,83,,
2043,,T.Lorenzen,Hammond,WILL,LB,SR,89,85,88,78,74,74,88,,
2043,,M.Stamer,Hammond,LT,OL,SR (RS),88,68,85,84,70,99,81,,
2043,,R.Babcock,Hammond,HB,RB,SR (RS),88,88,91,99,96,74,77,,
2043,,J.North,Hammond,WR,WR,SR (RS),88,95,96,95,91,76,92,,
2043,,A.Ghiaciuc,Houston,REDG,EDGE,SR (RS),93,71,76,78,55,87,79,,
2043,,S.Lotulelei,Houston,MIKE,LB,SR,92,91,92,91,87,76,88,,
2043,,J.Wentz,Houston,CB,CB,SR (RS),84,87,85,80,99,60,83,,
2043,,M.Clapp,Houston,DT,IDL,SR (RS),83,62,73,73,55,97,72,,
2043,,J.Worsley,Houston,WR,WR,SR (RS),83,88,89,96,99,87,87,,
2043,,M.Shembo,Houston,LEDG,EDGE,SR (RS),82,81,87,86,70,76,77,,
2043,,A.Keglar,Indiana,SAM,LB,SR,91,80,91,75,82,81,75,,
2043,,J.Lamp,Indiana,HB,RB,SR (RS),90,90,89,99,99,66,81,,
2043,,I.Nakamura,Indiana,WR,WR,SR,88,91,93,91,87,89,80,,
2043,,G.Fritts,Indiana,WR,WR,SR (RS),84,92,88,98,97,70,86,,
2043,,D.Sierra,Iowa,LT,OL,SR (RS),88,73,84,79,59,93,78,,
2043,,A.Urblik,Iowa,LT,OL,SR (RS),88,58,69,86,77,88,87,,
2043,,P.Gideon,Iowa,WILL,LB,SR (RS),86,83,93,83,82,82,78,,
2043,,Z.Adams,Iowa,WR,WR,SR (RS),85,89,93,99,91,71,89,,
