YEAR,TEAM,NAME,POS,YEAR_CLASS,OVR,SPD,ACC,AGI,COD,STR,AWR,THP,THV,THA,THS,TRL,ELU,CAR,CTH,SPC,RLS,MCV,ZCV,PRC,TAK,POW,BKB,BLK,PBK,RBK
2042,Georgia Southern,D.Trufant,SAM,SR (RS),83,79,86,70,75,84,78,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,M.Hoag,DT,JR (RS),82,64,79,76,61,86,78,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,D.Rugamba,WR,FR (RS),81,88,94,96,85,72,79,0,0,0,0,0,0,77,73,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,P.Keller,WILL,FR (RS),81,80,90,83,83,77,75,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,K.Nnadi,DT,JR (RS),80,68,82,78,53,85,79,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,J.Blue,HB,SR (RS),80,79,83,94,92,72,80,0,0,0,0,0,0,87,83,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,K.Hutchinson,WILL,FR (RS),80,84,95,80,84,82,76,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,B.Epperson,RT,JR (RS),79,57,75,76,67,91,72,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,J.DiNapoli,P,SO (RS),79,67,68,70,52,35,76,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,J.Bercivici,K,JR (RS),78,67,68,71,44,31,74,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,C.Cisco,FS,SR,78,86,83,80,77,58,68,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,J.Powell,QB,JR (RS),78,87,88,89,91,60,74,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,D.Francis,HB,SO (RS),77,85,92,88,87,65,73,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,T.Peters,LT,SR (RS),77,58,77,70,50,81,78,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,S.Potts,REDG,SR (RS),76,80,86,73,61,81,68,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,D.Morton,MIKE,SO (RS),76,80,89,84,82,89,76,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Southern,G.Dobbs,TE,SR (RS),75,75,74,80,70,75,75,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,F.Tonyan,REDG,SR (RS),89,82,85,86,62,84,92,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,L.Goodin,QB,SR (RS),85,72,84,92,92,62,81,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Jeffery,TE,SR,85,70,75,70,67,79,78,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,O.Tapp,HB,JR (RS),83,84,88,92,86,78,77,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Morris,CB,SR (RS),82,86,90,87,99,46,82,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,F.Cheek,SAM,SR (RS),81,76,84,64,71,73,68,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,R.Merling,CB,SR (RS),81,86,90,87,99,48,77,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,M.Lipscomb,RT,SO (RS),79,67,70,66,51,75,69,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,J.Curtis,WR,JR,79,92,88,81,79,62,80,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,H.Rubin,MIKE,FR (RS),78,81,91,72,76,84,67,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Boudreaux,LT,SO (RS),77,56,66,76,55,76,71,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Lloyd,WR,JR (RS),77,87,88,80,79,80,73,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,J.Lucien,CB,SO (RS),77,86,89,87,99,51,80,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Bigsby,LT,JR (RS),77,51,62,82,69,77,77,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,R.Buggs,HB,SR (RS),76,76,81,83,81,83,80,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Ruggs,SAM,SO (RS),76,73,82,64,72,72,60,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,T.Yeboah,RT,SO (RS),76,55,63,71,64,69,73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,S.Slater,LT,SO (RS),75,53,65,83,66,83,75,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,J.Drayton,LG,JR (RS),75,59,62,81,73,77,73,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia State,M.Boss,MIKE,SO (RS),75,75,81,70,74,71,79,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,B.Azur,QB,JR (RS),96,93,91,90,88,58,91,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,O.Ankou,RG,SR (RS),95,61,77,88,78,94,91,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,J.Tryon,CB,JR (RS),95,99,99,97,96,80,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,J.Bredeson,SAM,SO (RS),94,87,92,87,86,82,84,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,G.Jewell,DT,SR (RS),92,68,80,71,50,99,76,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,M.Bull,MIKE,SR,92,78,87,83,84,81,88,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,D.Scruggs,CB,JR (RS),91,92,92,88,99,84,87,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,L.Stoudemire,REDG,SO (RS),91,83,90,75,58,91,76,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,J.Dielman,LEDG,SR (RS),91,78,83,78,70,87,83,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,D.Colon,FS,SO (RS),90,95,97,91,89,67,74,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,J.Keating,FS,JR (RS),90,93,88,85,89,72,77,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,J.Gillette,DE,SR (RS),90,77,88,79,68,90,83,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,R.Mare,C,SR (RS),90,74,88,79,54,91,80,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,M.Gado,RT,SR (RS),89,63,79,82,69,90,85,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,M.Gibbs,WILL,SR,88,82,92,79,83,85,81,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,S.Dugger,WR,JR (RS),88,92,96,99,87,71,81,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,S.Abreu,SAM,SO (RS),88,87,90,82,76,78,81,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,A.Dukes,P,SR,87,71,73,77,50,31,84,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,D.Fine,SS,SR,87,92,90,89,90,67,78,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2042,Georgia Tech,V.Everett,MIKE,JR (RS),86,82,87,82,80,79,76,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,C.Mumphrey,DT,SR,91,78,84,73,61,94,87,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,F.Jones,WILL,SR,91,90,93,91,86,81,85,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,R.Vick,HB,SO (RS),91,94,92,96,98,69,80,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,I.Addai,CB,JR,91,98,99,99,99,63,80,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,J.Stoner,MIKE,JR (RS),90,85,93,90,85,74,86,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,T.Lorenzen,WILL,SR,89,85,88,78,74,74,88,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,R.Babcock,HB,SR (RS),88,88,91,99,96,74,77,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,J.North,WR,SR (RS),88,95,96,95,91,76,92,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,M.Stamer,LT,SR (RS),88,68,85,86,72,99,81,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,D.Osgood,REDG,JR (RS),87,82,86,81,67,92,90,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,J.Jones,QB,SO (RS),87,87,92,90,90,52,81,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,J.Hershberger,WILL,JR (RS),87,84,90,87,85,77,85,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,P.Harmon,WR,JR (RS),87,89,92,98,92,75,89,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,S.Tam,RT,JR (RS),86,62,78,86,76,85,82,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,D.Loville,LEDG,SR (RS),86,81,84,92,69,89,83,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,K.Nwosu,RT,JR (RS),86,65,79,86,76,93,80,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,P.Lehan,RT,SO (RS),85,70,89,81,55,89,72,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,L.Scruggs,DT,SR (RS),85,68,76,62,70,90,79,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,D.Davis,REDG,JR (RS),84,71,73,72,72,85,72,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hammond,A.Gore,SS,SR (RS),84,86,90,79,78,68,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,G.Vela,HB,SR (RS),87,87,89,81,80,90,83,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,D.Basanez,QB,SR (RS),86,84,90,93,90,60,68,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,J.Charbonnet,SS,SR,86,87,89,79,94,72,78,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,S.Angerer,WR,SR,85,87,87,92,97,61,73,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,D.Foster,MIKE,SR (RS),84,82,83,81,76,83,77,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,J.Willie,K,SO (RS),82,74,69,77,55,25,76,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,D.Agnew,C,SR (RS),81,68,73,78,37,87,69,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,T.Sams,CB,SR,80,85,92,88,89,63,80,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,M.Tavai,QB,SO (RS),80,81,83,83,82,61,74,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,I.Redwine,MIKE,JR,80,76,88,82,76,80,71,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,A.Castillo,K,SO (RS),80,68,69,76,45,39,71,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,F.Winston,REDG,SO (RS),80,77,80,79,68,87,75,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,B.Najvar,LEDG,SR,79,81,83,75,66,92,81,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,B.Kampman,P,SR (RS),78,71,70,72,56,30,72,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,T.Harris,TE,SO,78,74,73,69,71,76,71,0,0,0,0,0,0,66,59,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,R.Michaels,FS,JR,78,86,87,81,80,59,73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,T.Rhattigan,HB,JR (RS),78,80,83,86,86,75,75,0,0,0,0,0,84,88,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,J.Childs,CB,SR (RS),78,91,91,89,89,54,74,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,Q.Gwacham,P,FR (RS),78,69,68,73,60,35,73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Hawai'i,K.Ausbon,C,JR (RS),77,78,83,83,63,91,67,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,A.Ghiaciuc,REDG,SR (RS),93,71,76,78,55,87,79,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,S.Lotulelei,MIKE,SR,92,91,92,91,87,76,88,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,B.Roos,HB,SO (RS),89,94,95,94,96,71,75,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,T.Harris,WILL,JR (RS),85,78,86,85,84,68,83,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,L.Singh,SAM,JR (RS),85,82,86,71,80,81,78,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,E.Sapp,REDG,SO,85,87,86,80,69,80,85,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,J.Wentz,CB,SR (RS),84,87,85,80,99,60,83,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,L.Freeman,RG,JR (RS),84,65,81,86,68,85,75,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,M.Clapp,DT,SR (RS),83,62,73,73,55,97,72,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,J.Worsley,WR,SR (RS),83,88,89,96,99,87,87,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,L.Fairbairn,WR,JR (RS),82,88,89,97,93,69,84,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,M.Shembo,LEDG,SR (RS),82,81,87,86,70,76,77,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,B.Blond,P,JR,81,70,68,74,46,36,79,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,P.Kaesviharn,SAM,FR (RS),81,77,90,72,79,83,68,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,M.Hales,RT,JR (RS),81,65,76,80,65,85,75,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,M.Fiedler,K,JR (RS),80,68,69,73,57,28,74,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,D.Apple,C,SR,80,72,80,73,62,93,71,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,L.Bias,QB,SR (RS),80,81,85,99,95,63,84,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,O.Yearby,MIKE,SO,80,89,85,87,84,80,69,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
2042,Houston,J.Bobenmoyer,RG,SR (RS),79,67,77,73,35,77,85,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,D.Etienne,WILL,SR (RS),89,84,85,78,75,76,84,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,F.Lowell,HB,JR,86,96,93,95,88,63,75,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,A.Goodman,K,SO (RS),85,73,69,73,55,34,79,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,D.Thomas,MIKE,JR (RS),84,79,89,72,78,82,76,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,L.Harvin,WR,SR (RS),84,90,88,97,90,72,78,0,0,0,0,0,0,83,83,0,94,0,0,0,0,0,0,0,0,0
2042,Illinois,A.Woodside,REDG,SO,82,72,79,72,61,88,73,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,L.Penn,MIKE,SO (RS),82,79,89,71,79,89,71,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,S.Penn,FS,SR,82,90,91,87,82,71,75,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,L.Nicks,LG,JR (RS),82,60,76,85,69,91,82,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,G.Everett,LT,SR (RS),82,65,83,81,47,92,78,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,K.Sturm,MIKE,JR (RS),82,93,91,88,86,77,74,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,D.Ervin,WR,SR (RS),81,84,83,91,88,62,73,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,J.Calloway,QB,SR (RS),80,79,84,88,88,71,87,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,J.Pujals,K,SO (RS),79,66,70,74,60,35,75,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,N.Ojeda,WR,SR,79,92,93,81,84,73,80,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,A.Gizzi,WR,JR (RS),78,79,81,74,77,77,84,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,M.Bridges,CB,JR (RS),78,86,93,92,89,70,79,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,K.Leamon,CB,SO (RS),77,93,91,88,99,53,80,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,E.Annen,RT,JR (RS),77,61,68,77,56,82,75,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Illinois,M.Ansah,QB,SO (RS),77,82,84,87,81,69,74,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,A.Keglar,SAM,SR,91,80,91,75,82,81,75,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,J.Lamp,HB,SR (RS),90,90,89,99,99,66,81,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,R.Chosen,TE,JR (RS),89,70,77,71,71,84,69,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,I.Nakamura,WR,SR,89,91,93,91,87,89,83,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,C.Uphoff,HB,JR,88,90,95,87,87,80,82,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,B.Pryor,WILL,JR,87,87,96,88,85,82,77,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,A.Costanzo,SAM,SO (RS),86,78,88,67,78,84,81,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,G.Talbot,MIKE,JR,86,86,90,85,82,79,74,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,O.Zylstra,WR,JR,84,86,88,91,94,67,78,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,T.Brown,RT,JR (RS),84,70,74,79,50,86,76,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,G.Fritts,WR,SR (RS),84,92,88,98,97,70,86,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,D.Ihedigbo,CB,SR,83,88,87,85,91,53,72,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,R.Shabazz,DT,SR,83,69,78,69,61,86,76,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,C.Wozniak,RG,JR (RS),82,61,81,81,49,84,74,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,B.Fleming,FS,JR,82,91,89,86,90,64,67,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,C.Stork,P,SR (RS),81,67,71,72,58,26,71,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,D.Robinson,LT,SR (RS),81,55,66,85,68,83,81,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,K.Hall,WILL,SR (RS),81,82,87,81,76,74,79,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,O.Watford,RT,SO (RS),81,63,79,77,64,89,69,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Indiana,G.Wade,MIKE,SO,81,86,90,84,81,79,72,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Sierra,LT,SR (RS),88,73,84,79,59,93,78,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,A.Urbik,LT,SR (RS),88,58,69,86,77,88,87,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,B.Ghee,CB,JR,87,91,92,89,91,52,75,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Regis,RG,SO (RS),87,66,71,66,37,80,73,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,J.Boss,RG,JR (RS),87,54,70,75,65,87,79,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,J.Godwin,RT,JR (RS),86,57,69,78,63,78,83,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,P.Gideon,WILL,SR (RS),86,83,93,83,82,82,78,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,Z.Adams,WR,SR (RS),85,89,93,99,91,71,89,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Stevens,HB,JR,84,94,95,95,91,62,70,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,M.Roberg,RT,JR (RS),84,59,82,87,64,78,79,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,A.Russ,TE,JR,84,83,84,85,70,81,67,0,0,0,0,0,0,74,85,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Regan,RT,JR (RS),84,65,75,76,62,92,76,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,J.Feeley,RT,SO (RS),83,69,82,74,55,84,70,0,0,0,0,0,0,52,29,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,T.Liggins,SAM,SR (RS),83,86,90,81,78,82,82,0,0,0,0,0,0,51,48,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Ragas,FS,SR,83,93,92,83,92,69,73,0,0,0,0,0,0,74,58,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,B.Parker,MIKE,SO,83,83,87,80,77,81,74,0,0,0,0,0,0,58,38,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,S.Dell,HB,JR (RS),83,83,83,87,87,76,84,0,0,0,0,0,0,89,83,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,M.Boger,WR,JR (RS),83,86,88,90,89,71,90,0,0,0,0,0,0,72,79,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,C.Chester,QB,SR (RS),82,82,81,97,91,58,93,0,0,0,0,0,0,79,59,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa,D.Rawls,WR,SO,82,86,90,88,90,64,71,0,0,0,0,0,0,71,80,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa State,J.Gado,QB,SR (RS),91,86,90,99,99,70,81,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa State,M.DeLuca,K,SR (RS),85,72,75,72,56,39,76,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa State,A.Hajrullahu,CB,SR (RS),84,91,96,92,99,64,83,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
2042,Iowa State,J.Scioli,P,SO (RS),82,69,70,70,46,34,76,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
