Season,PlayerID,Player,NFLTeam,Pos,PosBucket,Age,Role,OverallStart,OverallEnd,PeakOVR,ProOutcome,DevelopmentCurve,Games,Starts,StatLine,ProBowl,AllPro,MVPVotes,SuperBowlWin,SuperBowlAppear,CareerValue,Status
2043,BASE::vikings::dwightmcglothern::cb,Dwight McGlothern,Vikings,CB,CB,23,Rotation,66,67,67,Base NFL Veteran,Normal,17,4,"65 tackles, 0 INT",No,No,0,No,No,32.9,Active
2043,BASE::vikings::mylesprice::wr,Myles Price,Vikings,WR,WR,23,Rotation,66,68,68,Base NFL Veteran,Normal,17,6,"976 rec yds, 7 rec TD",No,No,0,No,No,35.8,Active
2043,BASE::vikings::chazchambliss::redg,Chaz Chambliss,Vikings,REDG,EDGE,22,Rotation,65,65,65,Base NFL Veteran,Normal,17,5,"66 tackles, 1 sacks",No,No,0,No,No,33.3,Active
2043,BASE::vikings::gavinbartholomew::te,Gavin Bartholomew,Vikings,TE,TE,22,Rotation,64,65,65,Base NFL Veteran,Normal,11,5,"1100 rec yds, 8 rec TD",No,No,0,No,No,33.3,Active
2043,BASE::vikings::walterrouse::rt,Walter Rouse,Vikings,RT,OL,24,Depth,63,65,65,Base NFL Veteran,Normal,17,2,"17 games, 2 starts",No,No,0,No,No,29.7,Active
2043,BASE::vikings::michaeljurgens::c,Michael Jurgens,Vikings,C,OL,25,Depth,62,62,62,Base NFL Veteran,Normal,8,3,"8 games, 3 starts",No,No,0,No,No,29.6,Active
2043,BASE::vikings::joehuber::lg,Joe Huber,Vikings,LG,OL,23,Depth,62,63,63,Base NFL Veteran,Normal,13,4,"13 games, 4 starts",No,No,0,No,No,31.3,Active
2043,BASE::vikings::jalenredmond::dt,Jalen Redmond,Vikings,DT,IDL,26,Starter,79,80,80,Base NFL Veteran,Normal,17,14,"68 tackles, 4 sacks",No,No,0,No,No,50.4,Active
2043,BASE::vikings::willfries::rg,Will Fries,Vikings,RG,OL,27,Depth,78,79,79,Base NFL Veteran,Normal,10,4,"10 games, 4 starts",No,No,0,No,No,38.0,Active
2043,BASE::vikings::levidrakerodriguez::dt,Levi Drake Rodriguez,Vikings,DT,IDL,25,Rotation,69,70,70,Base NFL Veteran,Normal,13,4,"57 tackles, 0 sacks",No,No,0,No,No,34.2,Active
2043,BASE::vikings::borichter::ledg,Bo Richter,Vikings,LEDG,EDGE,25,Rotation,69,70,70,Base NFL Veteran,Normal,11,4,"39 tackles, 1 sacks",No,No,0,No,No,34.2,Active
2043,BASE::vikings::jayward::ss,Jay Ward,Vikings,SS,S,25,Rotation,69,69,69,Base NFL Veteran,Normal,12,5,"40 tackles, 0 INT",No,No,0,No,No,35.0,Active
2043,BASE::vikings::carsonwentz::qb,Carson Wentz,Vikings,QB,QB,32,Backup,68,67,68,Base NFL Veteran,Normal,11,2,"2245 pass yds, 12 pass TD",No,No,0,No,No,30.5,Active
2043,BASE::vikings::justinskule::lt,Justin Skule,Vikings,LT,OL,28,Depth,67,68,68,Base NFL Veteran,Normal,10,1,"10 games, 1 starts",No,No,0,No,No,29.8,Active
2043,BASE::vikings::barfbuttewad::mike,Barf Buttewad,Vikings,MIKE,LB,23,Rotation,68,69,69,Base NFL Veteran,Normal,16,0,"55 tackles, 1 sacks",No,No,0,No,No,29.0,Active
2043,BASE::bears::joethuney::lg,Joe Thuney,Bears,LG,OL,32,Depth,96,95,96,Base NFL Veteran,Normal,14,1,"14 games, 1 starts",No,Yes,0,No,No,51.1,Active
2043,BASE::bears::jaylonjohnson::cb,Jaylon Johnson,Bears,CB,CB,26,Starter,90,90,90,Base NFL Veteran,Normal,13,15,"70 tackles, 2 INT",No,No,0,No,No,55.8,Active
2043,BASE::bears::darnellwright::rt,Darnell Wright,Bears,RT,OL,24,Depth,87,89,89,Base NFL Veteran,Normal,17,2,"17 games, 2 starts",Yes,No,0,No,No,47.8,Active
2043,BASE::bears::jaquanbrisker::ss,Jaquan Brisker,Bears,SS,S,26,Starter,86,86,86,Base NFL Veteran,Normal,12,6,"58 tackles, 2 INT",No,No,0,No,No,43.3,Active
2043,BASE::bears::dandreswift::hb,D'Andre Swift,Bears,HB,RB,26,Starter,85,85,85,Base NFL Veteran,Normal,11,15,"992 rush yds, 6 rush TD",No,No,0,No,No,53.7,Active
2043,BASE::bears::calebwilliams::qb,Caleb Williams,Bears,QB,QB,23,Starter,85,87,87,Base NFL Veteran,Normal,16,13,"3433 pass yds, 16 pass TD",No,No,0,No,No,52.1,Active
2043,BASE::bears::djmoore::wr,DJ Moore,Bears,WR,WR,28,Starter,85,85,85,Base NFL Veteran,Normal,11,14,"1319 rec yds, 7 rec TD",No,No,0,No,No,52.5,Active
2043,BASE::bears::kevinbyardiii::fs,Kevin Byard III,Bears,FS,S,32,Starter,84,84,84,Base NFL Veteran,Normal,16,8,"62 tackles, 4 INT",No,No,0,No,No,44.9,Active
2043,BASE::bears::colstonloveland::te,Colston Loveland,Bears,TE,TE,21,Starter,84,84,84,Base NFL Veteran,Normal,13,5,"1097 rec yds, 9 rec TD",No,No,0,No,No,41.3,Active
2043,BASE::bears::kylergordon::cb,Kyler Gordon,Bears,CB,CB,25,Starter,82,83,83,Base NFL Veteran,Normal,16,13,"55 tackles, 3 INT",No,No,0,No,No,50.5,Active
2043,BASE::bears::drewdalman::c,Drew Dalman,Bears,C,OL,26,Depth,82,83,83,Base NFL Veteran,Normal,12,3,"12 games, 3 starts",No,No,0,No,No,38.5,Active
2043,BASE::bears::montezsweat::ledg,Montez Sweat,Bears,LEDG,EDGE,28,Starter,82,82,82,Base NFL Veteran,Normal,17,13,"79 tackles, 5 sacks",No,No,0,No,No,50.0,Active
2043,BASE::bears::romeodunze::wr,Rome Odunze,Bears,WR,WR,23,Starter,82,83,83,Base NFL Veteran,Normal,11,12,"1075 rec yds, 6 rec TD",No,No,0,No,No,49.3,Active
2043,BASE::bears::tremaineedmunds::will,Tremaine Edmunds,Bears,WILL,LB,27,Starter,82,82,82,Base NFL Veteran,Normal,12,8,"58 tackles, 5 sacks",No,No,0,No,No,44.0,Active
2043,BASE::bears::tjedwards::mike,T.J. Edwards,Bears,MIKE,LB,29,Starter,81,80,81,Base NFL Veteran,Normal,14,12,"61 tackles, 1 sacks",No,No,0,No,No,48.0,Active
2043,BASE::bears::gradyjarrett::dt,Grady Jarrett,Bears,DT,IDL,32,Starter,81,81,81,Base NFL Veteran,Normal,13,5,"45 tackles, 0 sacks",No,No,0,No,No,40.0,Active
2043,BASE::bears::gervondextersr::dt,Gervon Dexter Sr,Bears,DT,IDL,23,Starter,79,80,80,Base NFL Veteran,Normal,14,16,"59 tackles, 2 sacks",No,No,0,No,No,52.8,Active
2043,BASE::bears::lutherburdeniii::wr,Luther Burden III,Bears,WR,WR,21,Starter,79,81,81,Base NFL Veteran,Normal,15,5,"1058 rec yds, 6 rec TD",No,No,0,No,No,40.0,Active
2043,BASE::bears::kylemonangai::hb,Kyle Monangai,Bears,HB,RB,23,Starter,78,78,78,Base NFL Veteran,Normal,12,16,"926 rush yds, 8 rush TD",No,No,0,No,No,52.0,Active
2043,BASE::bears::cairosantos::k,Cairo Santos,Bears,K,K,33,Depth,78,77,78,Base NFL Veteran,Normal,16,0,"16 games, 0 starts",No,No,0,No,No,32.3,Active
2043,BASE::bears::jonahjackson::rg,Jonah Jackson,Bears,RG,OL,28,Depth,78,79,79,Base NFL Veteran,Normal,8,1,"8 games, 1 starts",No,No,0,No,No,34.4,Active
2043,BASE::bears::colekmet::te,Cole Kmet,Bears,TE,TE,26,Starter,78,79,79,Base NFL Veteran,Normal,15,10,"1007 rec yds, 8 rec TD",No,No,0,No,No,45.2,Active
2043,BASE::bears::tyriquestevenson::cb,Tyrique Stevenson,Bears,CB,CB,25,Starter,76,76,76,Base NFL Veteran,Normal,14,9,"50 tackles, 1 INT",No,No,0,No,No,42.7,Active
2043,BASE::bears::natewright::cb,Nate Wright,Bears,CB,CB,27,Starter,75,76,76,Base NFL Veteran,Normal,11,17,"59 tackles, 1 INT",No,No,0,No,No,52.3,Active
2043,BASE::bears::cjgardnerjohnson::ss,C.J. Gardner-Johnson,Bears,SS,S,27,Starter,75,76,76,Base NFL Veteran,Normal,16,8,"67 tackles, 0 INT",No,No,0,No,No,41.5,Active
2043,BASE::bears::torytaylor::p,Tory Taylor,Bears,P,P,28,Depth,75,75,75,Base NFL Veteran,Normal,10,2,"10 games, 2 starts",No,No,0,No,No,33.9,Active
2043,BASE::bears::joetryonshoyinka::ledg,Joe Tryon-Shoyinka,Bears,LEDG,EDGE,26,Rotation,74,74,74,Base NFL Veteran,Normal,13,2,"47 tackles, 2 sacks",No,No,0,No,No,33.5,Active
2043,BASE::bears::devinduvernay::wr,Devin Duvernay,Bears,WR,WR,27,Rotation,74,74,74,Base NFL Veteran,Normal,16,3,"1084 rec yds, 8 rec TD",No,No,0,No,No,34.7,Active
2043,BASE::bears::braxtonjones::lt,Braxton Jones,Bears,LT,OL,26,Depth,73,73,73,Base NFL Veteran,Normal,15,4,"15 games, 4 starts",No,No,0,No,No,35.5,Active
2043,BASE::bears::dayoodeyingbo::redg,Dayo Odeyingbo,Bears,REDG,EDGE,25,Rotation,73,74,74,Base NFL Veteran,Normal,17,2,"71 tackles, 3 sacks",No,No,0,No,No,33.5,Active
2043,BASE::bears::olamidezaccheaus::wr,Olamide Zaccheaus,Bears,WR,WR,28,Rotation,73,74,74,Base NFL Veteran,Normal,12,6,"1141 rec yds, 8 rec TD",No,No,0,No,No,38.3,Active
2043,BASE::bears::andrewbillings::dt,Andrew Billings,Bears,DT,IDL,30,Rotation,73,73,73,Base NFL Veteran,Normal,12,3,"47 tackles, 0 sacks",No,No,0,No,No,34.3,Active
2043,BASE::bears::ozzytrapilo::lt,Ozzy Trapilo,Bears,LT,OL,23,Depth,73,73,73,Base NFL Veteran,Normal,13,2,"13 games, 2 starts",No,No,0,No,No,33.1,Active
2043,BASE::bears::austinbooker::ledg,Austin Booker,Bears,LEDG,EDGE,22,Rotation,73,74,74,Base NFL Veteran,Normal,14,4,"54 tackles, 0 sacks",No,No,0,No,No,35.9,Active
2043,BASE::bears::shamarturner::dt,Shamar Turner,Bears,DT,IDL,22,Rotation,72,72,72,Base NFL Veteran,Normal,15,3,"54 tackles, 3 sacks",No,No,0,No,No,33.8,Active
2043,BASE::bears::jonathanowens::ss,Jonathan Owens,Bears,SS,S,30,Rotation,72,71,72,Base NFL Veteran,Normal,15,1,"61 tackles, 0 INT",No,No,0,No,No,31.0,Active
2043,BASE::bears::roschonjohnson::hb,Roschon Johnson,Bears,HB,RB,24,Rotation,71,72,72,Base NFL Veteran,Normal,12,3,"919 rush yds, 5 rush TD",No,No,0,No,No,33.8,Active
2043,BASE::bears::dmarcojackson::will,D'Marco Jackson,Bears,WILL,LB,27,Rotation,71,71,71,Base NFL Veteran,Normal,13,4,"52 tackles, 3 sacks",No,No,0,No,No,34.6,Active
2043,BASE::bears::nickmccloud::cb,Nick McCloud,Bears,CB,CB,27,Rotation,71,71,71,Base NFL Veteran,Normal,14,0,"55 tackles, 0 INT",No,No,0,No,No,29.8,Active
2043,BASE::bears::durhamsmythe::te,Durham Smythe,Bears,TE,TE,30,Rotation,71,70,71,Base NFL Veteran,Normal,12,3,"974 rec yds, 6 rec TD",No,No,0,No,No,33.0,Active
2043,BASE::bears::jaylonjones::cb,Jaylon Jones,Bears,CB,CB,27,Rotation,70,71,71,Base NFL Veteran,Normal,16,2,"59 tackles, 1 INT",No,No,0,No,No,32.2,Active
2043,BASE::bears::joshuareevesmaybin::will,Joshua Reeves-Maybin,Bears,WILL,LB,30,Rotation,70,69,70,Base NFL Veteran,Normal,13,5,"64 tackles, 0 sacks",No,No,0,No,No,35.0,Active
2043,BASE::bears::ryanbates::c,Ryan Bates,Bears,C,OL,28,Depth,70,70,70,Base NFL Veteran,Normal,10,2,"10 games, 2 starts",No,No,0,No,No,31.8,Active
2043,BASE::bears::zyonfrazier::cb,Zyon Frazier,Bears,CB,CB,24,Rotation,70,71,71,Base NFL Veteran,Normal,14,4,"61 tackles, 0 INT",No,No,0,No,No,34.6,Active
2043,BASE::bears::terellsmith::cb,Terell Smith,Bears,CB,CB,26,Rotation,69,70,70,Base NFL Veteran,Normal,11,3,"47 tackles, 0 INT",No,No,0,No,No,33.0,Active
2043,BASE::bears::dominiquerobinson::redg,Dominique Robinson,Bears,REDG,EDGE,27,Rotation,69,70,70,Base NFL Veteran,Normal,11,0,"45 tackles, 0 sacks",No,No,0,No,No,29.4,Active
2043,BASE::bears::travishomer::hb,Travis Homer,Bears,HB,RB,27,Rotation,69,69,69,Base NFL Veteran,Normal,11,5,"960 rush yds, 6 rush TD",No,No,0,No,No,35.0,Active
2043,BASE::bears::jamariwalker::wr,Jamari Walker,Bears,WR,WR,23,Rotation,69,70,70,Base NFL Veteran,Normal,15,5,"940 rec yds, 6 rec TD",No,No,0,No,No,35.4,Active
2043,BASE::bears::kiranamegadjie::rg,Kiran Amegadjie,Bears,RG,OL,23,Depth,69,69,69,Base NFL Veteran,Normal,16,3,"16 games, 3 starts",No,No,0,No,No,32.6,Active
2043,BASE::bears::noahsewell::sam,Noah Sewell,Bears,SAM,LB,23,Rotation,68,68,68,Base NFL Veteran,Normal,11,2,"48 tackles, 3 sacks",No,No,0,No,No,31.0,Active
2043,BASE::bears::demarcushardy::redg,Demarcus Hardy,Bears,REDG,EDGE,26,Rotation,68,69,69,Base NFL Veteran,Normal,11,3,"53 tackles, 1 sacks",No,No,0,No,No,32.6,Active
2043,BASE::bears::elijahhicks::fs,Elijah Hicks,Bears,FS,S,25,Rotation,68,69,69,Base NFL Veteran,Normal,12,2,"44 tackles, 0 INT",No,No,0,No,No,31.4,Active
2043,BASE::bears::rubenhyppoliteii::mike,Ruben Hyppolite II,Bears,MIKE,LB,23,Rotation,67,67,67,Base NFL Veteran,Normal,12,4,"54 tackles, 0 sacks",No,No,0,No,No,32.9,Active
2043,BASE::bears::casekeenum::qb,Case Keenum,Bears,QB,QB,37,Backup,63,61,63,Base NFL Veteran,Normal,11,1,"2207 pass yds, 15 pass TD",No,No,0,No,No,26.8,Retired
2043,BASE::bengals::jamarrchase::wr,Ja'Marr Chase,Bengals,WR,WR,25,Starter,99,99,99,Base NFL Veteran,Normal,14,8,"1498 rec yds, 10 rec TD",No,No,0,No,No,51.2,Active
2043,BASE::bengals::joeburrow::qb,Joe Burrow,Bengals,QB,QB,28,Starter,96,96,96,Base NFL Veteran,Normal,14,14,"3905 pass yds, 21 pass TD",No,No,7,No,No,67.6,Active
2043,BASE::bengals::treyhendrickson::redg,Trey Hendrickson,Bengals,REDG,EDGE,30,Starter,90,90,90,Base NFL Veteran,Normal,16,5,"61 tackles, 7 sacks",Yes,No,0,No,No,51.8,Active
2043,BASE::bengals::teehiggins::wr,Tee Higgins,Bengals,WR,WR,26,Starter,88,89,89,Base NFL Veteran,Normal,15,13,"1191 rec yds, 7 rec TD",Yes,No,0,No,No,61.0,Active
2043,BASE::bengals::djturnerii::cb,DJ Turner II,Bengals,CB,CB,24,Starter,83,83,83,Base NFL Veteran,Normal,16,17,"74 tackles, 1 INT",No,No,0,No,No,55.3,Active
2043,BASE::bengals::chasebrown::hb,Chase Brown,Bengals,HB,RB,25,Starter,82,82,82,Base NFL Veteran,Normal,12,15,"1079 rush yds, 6 rush TD",No,No,0,No,No,52.4,Active
2043,BASE::bengals::camtaylorbritt::cb,Cam Taylor-Britt,Bengals,CB,CB,25,Starter,81,81,81,Base NFL Veteran,Normal,13,10,"67 tackles, 0 INT",No,No,0,No,No,46.0,Active
2043,BASE::bengals::evanmcpherson::k,Evan McPherson,Bengals,K,K,26,Depth,81,81,81,Base NFL Veteran,Normal,12,1,"12 games, 1 starts",No,No,0,No,No,35.2,Active
2043,BASE::bengals::genostone::fs,Geno Stone,Bengals,FS,S,26,Starter,79,80,80,Base NFL Veteran,Normal,14,11,"55 tackles, 0 INT",No,No,0,No,No,46.8,Active
2043,BASE::bengals::daxhill::cb,Dax Hill,Bengals,CB,CB,24,Starter,78,79,79,Base NFL Veteran,Normal,17,17,"77 tackles, 2 INT",No,No,0,No,No,53.6,Active
2043,BASE::bengals::mikegesicki::te,Mike Gesicki,Bengals,TE,TE,29,Starter,77,77,77,Base NFL Veteran,Normal,16,7,"1110 rec yds, 6 rec TD",No,No,0,No,No,40.7,Active
2043,BASE::bengals::jordanbattle::ss,Jordan Battle,Bengals,SS,S,24,Starter,76,77,77,Base NFL Veteran,Normal,16,15,"73 tackles, 1 INT",No,No,0,No,No,50.3,Active
2043,BASE::bengals::tedkarras::c,Ted Karras,Bengals,C,OL,32,Depth,76,76,76,Base NFL Veteran,Normal,14,0,"14 games, 0 starts",No,No,0,No,No,31.9,Active
2043,BASE::bengals::amariusmims::rt,Amarius Mims,Bengals,RT,OL,22,Depth,76,78,78,Base NFL Veteran,Normal,14,1,"14 games, 1 starts",No,No,0,No,No,34.0,Active
2043,BASE::bengals::bjhill::dt,B.J. Hill,Bengals,DT,IDL,29,Starter,76,75,76,Base NFL Veteran,Normal,13,17,"58 tackles, 1 sacks",No,No,0,No,No,51.9,Active
2043,BASE::bengals::orlandobrownjr::lt,Orlando Brown Jr,Bengals,LT,OL,29,Depth,76,75,76,Base NFL Veteran,Normal,14,0,"14 games, 0 starts",No,No,0,No,No,31.5,Active
2043,BASE::bengals::samajeperine::hb,Samaje Perine,Bengals,HB,RB,29,Rotation,76,75,76,Base NFL Veteran,Normal,14,1,"871 rush yds, 9 rush TD",No,No,0,No,No,32.7,Active
2043,BASE::bengals::ryanrehkow::p,Ryan Rehkow,Bengals,P,P,26,Depth,75,76,76,Base NFL Veteran,Normal,16,2,"16 games, 2 starts",No,No,0,No,No,34.3,Active
2043,BASE::bengals::josephossai::redg,Joseph Ossai,Bengals,REDG,EDGE,25,Rotation,74,74,74,Base NFL Veteran,Normal,15,5,"69 tackles, 0 sacks",No,No,0,No,No,37.1,Active
2043,BASE::bengals::daltonrisner::rg,Dalton Risner,Bengals,RG,OL,30,Depth,74,74,74,Base NFL Veteran,Normal,15,1,"15 games, 1 starts",No,No,0,No,No,32.3,Active
2043,BASE::bengals::shemarstewart::ledg,Shemar Stewart,Bengals,LEDG,EDGE,21,Rotation,74,74,74,Base NFL Veteran,Normal,15,3,"64 tackles, 1 sacks",No,No,0,No,No,34.7,Active
2043,BASE::bengals::krisjenkinsjr::dt,Kris Jenkins Jr,Bengals,DT,IDL,23,Starter,74,75,75,Base NFL Veteran,Normal,11,5,"51 tackles, 0 sacks",No,No,0,No,No,37.5,Active
2043,BASE::bengals::joeflacco::qb,Joe Flacco,Bengals,QB,QB,40,Backup,73,72,73,Base NFL Veteran,Normal,14,2,"2652 pass yds, 12 pass TD",No,No,0,No,No,32.6,Retired
2043,BASE::bengals::mylesmurphy::ledg,Myles Murphy,Bengals,LEDG,EDGE,23,Rotation,73,74,74,Base NFL Veteran,Normal,11,3,"54 tackles, 0 sacks",No,No,0,No,No,34.7,Active
2043,BASE::bengals::andreiiosivas::wr,Andrei Iosivas,Bengals,WR,WR,25,Rotation,73,74,74,Base NFL Veteran,Normal,17,4,"1257 rec yds, 7 rec TD",No,No,0,No,No,35.9,Active
2043,BASE::bengals::noahfant::te,Noah Fant,Bengals,TE,TE,27,Rotation,73,74,74,Base NFL Veteran,Normal,11,2,"1218 rec yds, 5 rec TD",No,No,0,No,No,33.5,Active
2043,BASE::bengals::devinknightjr::will,Devin Knight Jr,Bengals,WILL,LB,25,Rotation,73,74,74,Base NFL Veteran,Normal,16,2,"52 tackles, 0 sacks",No,No,0,No,No,33.5,Active
2043,BASE::bengals::dylanfairchild::lg,Dylan Fairchild,Bengals,LG,OL,22,Depth,72,73,73,Base NFL Veteran,Normal,16,3,"16 games, 3 starts",No,No,0,No,No,34.3,Active
2043,BASE::bengals::lucaspatrick::lg,Lucas Patrick,Bengals,LG,OL,32,Depth,72,71,72,Base NFL Veteran,Normal,8,0,"8 games, 0 starts",No,No,0,No,No,29.8,Active
2043,BASE::bengals::mitchelltinsley::wr,Mitchell Tinsley,Bengals,WR,WR,25,Rotation,71,71,71,Base NFL Veteran,Normal,16,1,"932 rec yds, 4 rec TD",No,No,0,No,No,31.0,Active
2043,BASE::bengals::cameronsample::ledg,Cameron Sample,Bengals,LEDG,EDGE,25,Rotation,71,71,71,Base NFL Veteran,Normal,15,5,"50 tackles, 1 sacks",No,No,0,No,No,35.8,Active
2043,BASE::bengals::tahjbrooks::hb,Tahj Brooks,Bengals,HB,RB,23,Rotation,71,71,71,Base NFL Veteran,Normal,13,0,"891 rush yds, 9 rush TD",No,No,0,No,No,29.8,Active
2043,BASE::bengals::joshnewton::cb,Josh Newton,Bengals,CB,CB,24,Rotation,71,71,71,Base NFL Veteran,Normal,15,1,"61 tackles, 3 INT",No,No,0,No,No,31.0,Active
2043,BASE::bengals::isaiahfoskey::redg,Isaiah Foskey,Bengals,REDG,EDGE,24,Rotation,70,71,71,Base NFL Veteran,Normal,15,5,"53 tackles, 3 sacks",No,No,0,No,No,35.8,Active
2043,BASE::bengals::charliejones::wr,Charlie Jones,Bengals,WR,WR,26,Rotation,70,70,70,Base NFL Veteran,Normal,13,6,"1076 rec yds, 9 rec TD",No,No,0,No,No,36.6,Active
2043,BASE::bengals::tedarrellslaton::dt,Tedarrell Slaton,Bengals,DT,IDL,27,Rotation,70,71,71,Base NFL Veteran,Normal,12,2,"44 tackles, 0 sacks",No,No,0,No,No,32.2,Active
2043,BASE::bengals::jaytoia::dt,Jay Toia,Bengals,DT,IDL,23,Rotation,69,71,71,Base NFL Veteran,Normal,17,3,"68 tackles, 0 sacks",No,No,0,No,No,33.4,Active
2043,BASE::bengals::cedricjohnson::redg,Cedric Johnson,Bengals,REDG,EDGE,22,Rotation,69,69,69,Base NFL Veteran,Normal,12,1,"39 tackles, 3 sacks",No,No,0,No,No,30.2,Active
2043,BASE::bengals::mckinnleyjackson::dt,McKinnley Jackson,Bengals,DT,IDL,23,Rotation,69,70,70,Base NFL Veteran,Normal,17,3,"71 tackles, 1 sacks",No,No,0,No,No,33.0,Active
2043,BASE::bengals::orenburks::will,Oren Burks,Bengals,WILL,LB,30,Rotation,69,68,69,Base NFL Veteran,Normal,16,2,"69 tackles, 1 sacks",No,No,0,No,No,31.0,Active
2043,BASE::bengals::marcowilson::cb,Marco Wilson,Bengals,CB,CB,26,Rotation,69,70,70,Base NFL Veteran,Normal,15,1,"56 tackles, 0 INT",No,No,0,No,No,30.6,Active
2043,BASE::bengals::barrettcarter::mike,Barrett Carter,Bengals,MIKE,LB,22,Rotation,69,70,70,Base NFL Veteran,Normal,14,1,"61 tackles, 1 sacks",No,No,0,No,No,30.6,Active
2043,BASE::bengals::codyford::rt,Cody Ford,Bengals,RT,OL,28,Depth,68,69,69,Base NFL Veteran,Normal,13,4,"13 games, 4 starts",No,No,0,No,No,33.8,Active
2043,BASE::bengals::drewsample::te,Drew Sample,Bengals,TE,TE,29,Rotation,68,67,68,Base NFL Veteran,Normal,14,4,"978 rec yds, 6 rec TD",No,No,0,No,No,32.9,Active
2043,BASE::bengals::erickalljr::te,Erick All Jr,Bengals,TE,TE,24,Rotation,68,70,70,Base NFL Veteran,Normal,15,6,"902 rec yds, 7 rec TD",No,No,0,No,No,36.6,Active
2043,BASE::bengals::tannerhudson::te,Tanner Hudson,Bengals,TE,TE,30,Rotation,68,67,68,Base NFL Veteran,Normal,13,4,"1035 rec yds, 4 rec TD",No,No,0,No,No,32.9,Active
2043,BASE::bengals::djivey::cb,D.J. Ivey,Bengals,CB,CB,25,Rotation,67,67,67,Base NFL Veteran,Normal,14,2,"59 tackles, 1 INT",No,No,0,No,No,30.5,Active
2043,BASE::bengals::jakebrowning::qb,Jake Browning,Bengals,QB,QB,29,Backup,67,67,67,Base NFL Veteran,Normal,12,4,"2619 pass yds, 18 pass TD",No,No,0,No,No,32.9,Active
2043,BASE::bengals::jalenrivers::rg,Jalen Rivers,Bengals,RG,OL,22,Depth,67,68,68,Base NFL Veteran,Normal,15,3,"15 games, 3 starts",No,No,0,No,No,32.2,Active
2043,BASE::bengals::jalendavis::cb,Jalen Davis,Bengals,CB,CB,29,Rotation,67,66,67,Base NFL Veteran,Normal,15,2,"63 tackles, 0 INT",No,No,0,No,No,30.1,Active
2043,BASE::bengals::brianasamoahii::mike,Brian Asamoah II,Bengals,MIKE,LB,25,Rotation,66,67,67,Base NFL Veteran,Normal,16,5,"65 tackles, 0 sacks",No,No,0,No,No,34.1,Active
2043,BASE::bengals::anthonyd::ss,Anthony D.,Bengals,SS,S,24,Rotation,66,67,67,Base NFL Veteran,Normal,11,5,"50 tackles, 2 INT",No,No,0,No,No,34.1,Active
2043,BASE::bengals::kendricwilliams::wr,Kendric Williams,Bengals,WR,WR,23,Rotation,66,68,68,Base NFL Veteran,Normal,13,6,"1064 rec yds, 9 rec TD",No,No,0,No,No,35.8,Active
2043,BASE::bengals::tycenanderson::ss,Tycen Anderson,Bengals,SS,S,26,Rotation,65,66,66,Base NFL Veteran,Normal,14,2,"49 tackles, 3 INT",No,No,0,No,No,30.1,Active
2043,BASE::cardinals::treymcbride::te,Trey McBride,Cardinals,TE,TE,25,Starter,97,97,97,Base NFL Veteran,Normal,13,10,"1231 rec yds, 10 rec TD",Yes,No,0,No,No,60.7,Active
2043,BASE::cardinals::buddabaker::ss,Budda Baker,Cardinals,SS,S,29,Starter,90,89,90,Base NFL Veteran,Normal,16,12,"64 tackles, 3 INT",No,No,0,No,No,51.8,Active
2043,BASE::cardinals::parisjohnsonjr::lt,Paris Johnson Jr,Cardinals,LT,OL,24,Depth,85,87,87,Base NFL Veteran,Normal,15,2,"15 games, 2 starts",No,No,0,No,No,38.9,Active
2043,BASE::cardinals::joshsweat::redg,Josh Sweat,Cardinals,REDG,EDGE,28,Starter,85,85,85,Base NFL Veteran,Normal,12,5,"60 tackles, 6 sacks",No,No,0,No,No,41.7,Active
2043,BASE::cardinals::hjaltefroholdt::c,Hjalte Froholdt,Cardinals,C,OL,29,Depth,84,84,84,Base NFL Veteran,Normal,12,4,"12 games, 4 starts",No,No,0,No,No,40.1,Active
2043,BASE::cardinals::jalenthompson::fs,Jalen Thompson,Cardinals,FS,S,27,Starter,83,83,83,Base NFL Veteran,Normal,13,5,"58 tackles, 0 INT",No,No,0,No,No,40.9,Active
2043,BASE::cardinals::jamesconner::hb,James Conner,Cardinals,HB,RB,30,Starter,83,83,83,Base NFL Veteran,Normal,12,13,"1083 rush yds, 10 rush TD",No,No,0,No,No,50.5,Active
2043,BASE::cardinals::calaiscampbell::dt,Calais Campbell,Cardinals,DT,IDL,39,Starter,82,80,82,Base NFL Veteran,Normal,12,8,"50 tackles, 3 sacks",No,No,0,No,No,43.2,Retired
2043,BASE::cardinals::michaelwilson::wr,Michael Wilson,Cardinals,WR,WR,25,Starter,81,82,82,Base NFL Veteran,Normal,12,16,"1215 rec yds, 8 rec TD",No,No,0,No,No,53.6,Active
2043,BASE::cardinals::marvinharrisonjr::wr,Marvin Harrison Jr,Cardinals,WR,WR,23,Starter,80,81,81,Base NFL Veteran,Normal,11,10,"1241 rec yds, 9 rec TD",No,No,0,No,No,46.0,Active
2043,BASE::cardinals::mackwilsonsr::will,Mack Wilson Sr,Cardinals,WILL,LB,27,Starter,79,80,80,Base NFL Veteran,Normal,13,12,"54 tackles, 3 sacks",No,No,0,No,No,48.0,Active
2043,BASE::cardinals::garrettwilliams::cb,Garrett Williams,Cardinals,CB,CB,24,Starter,78,78,78,Base NFL Veteran,Normal,15,17,"67 tackles, 1 INT",No,No,0,No,No,53.2,Active
